year,team_name,conference,division,Jersey,player_name,Yr,Pos,GP,GS,BA,OBPct,SlgPct,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,DP,CS,Picked,SB,RBI2out,Ht,B/T,team_id,conference_id,player_id,player_url
2024,Adrian,Michigan Intercol. Ath. Assn.,3,32,Ben Bates,Fr,P,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,574722,873,8596333,http://stats.ncaa.org/players/8596333?year_stat_category_id=15080
2024,Adrian,Michigan Intercol. Ath. Assn.,3,5,Nic Bruder,Fr,INF,46,45,0.385,0.444,0.49,46,200,77,11,2,98,2,40,19,3,1,5,22,3,2,2,16,0,-,,574722,873,8596334,http://stats.ncaa.org/players/8596334?year_stat_category_id=15080
2024,Adrian,Michigan Intercol. Ath. Assn.,3,15,G. Gomez,N/A,rf,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,574722,873,8596335,http://stats.ncaa.org/players/8596335?year_stat_category_id=15080
2024,Adrian,Michigan Intercol. Ath. Assn.,3,3,Andrew Atherton,Jr,INF,10,2,0,0.267,0,3,11,0,0,0,0,0,1,3,1,0,0,4,0,0,0,0,0,-,,574722,873,8266781,http://stats.ncaa.org/players/8266781?year_stat_category_id=15080
2024,Adrian,Michigan Intercol. Ath. Assn.,3,21,Lincoln Lipinski,So,P,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,574722,873,8269990,http://stats.ncaa.org/players/8269990?year_stat_category_id=15080
2024,Adrian,Michigan Intercol. Ath. Assn.,3,45,Daniel Gutierrez,Jr,P,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,574722,873,8277685,http://stats.ncaa.org/players/8277685?year_stat_category_id=15080
2024,Adrian,Michigan Intercol. Ath. Assn.,3,1,Philip Vilardo,Jr,INF,13,5,0.267,0.353,0.333,3,15,4,1,0,5,0,3,2,0,0,3,5,0,0,0,0,0,-,,574722,873,8269018,http://stats.ncaa.org/players/8269018?year_stat_category_id=15080
2024,Adrian,Michigan Intercol. Ath. Assn.,3,9,Jack Boike,So,UT,41,33,0.28,0.445,0.39,25,100,28,4,2,39,1,25,24,9,4,8,20,2,2,1,3,0,-,,574722,873,8276463,http://stats.ncaa.org/players/8276463?year_stat_category_id=15080
2024,Adrian,Michigan Intercol. Ath. Assn.,3,24,Anthony Mannarino,Sr,P,13,2,0.333,0.389,0.333,0,15,5,0,0,5,0,5,2,0,1,0,8,0,0,0,0,0,-,,574722,873,8263613,http://stats.ncaa.org/players/8263613?year_stat_category_id=15080
2024,Adrian,Michigan Intercol. Ath. Assn.,3,42,Luc St. Antoine,Sr,P,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,574722,873,8276905,http://stats.ncaa.org/players/8276905?year_stat_category_id=15080
2024,Adrian,Michigan Intercol. Ath. Assn.,3,10,Joe Casale,Jr,OF,44,40,0.331,0.442,0.484,42,157,52,12,3,76,2,24,26,6,1,8,26,2,0,1,13,0,-,,574722,873,8271710,http://stats.ncaa.org/players/8271710?year_stat_category_id=15080
2024,Adrian,Michigan Intercol. Ath. Assn.,3,25,David Kedrow,Jr,INF,42,39,0.342,0.421,0.452,36,146,50,8,1,66,2,33,12,10,3,10,20,0,4,0,8,0,-,,574722,873,8271977,http://stats.ncaa.org/players/8271977?year_stat_category_id=15080
2024,Adrian,Michigan Intercol. Ath. Assn.,3,36,Broc Shoemaker,So,P,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,574722,873,8270856,http://stats.ncaa.org/players/8270856?year_stat_category_id=15080
2024,Adrian,Michigan Intercol. Ath. Assn.,3,26,Easton Rogers,Jr,INF,42,39,0.317,0.394,0.468,26,139,44,9,0,65,4,33,15,4,2,5,26,3,0,0,1,0,-,,574722,873,8272152,http://stats.ncaa.org/players/8272152?year_stat_category_id=15080
2024,Adrian,Michigan Intercol. Ath. Assn.,3,22,Tripp Russo,Sr,P,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,574722,873,8274501,http://stats.ncaa.org/players/8274501?year_stat_category_id=15080
2024,Adrian,Michigan Intercol. Ath. Assn.,3,43,Griffin Firestine,Jr,P,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,574722,873,8273458,http://stats.ncaa.org/players/8273458?year_stat_category_id=15080
2024,Adrian,Michigan Intercol. Ath. Assn.,3,21,Edward Wagner,So,1B,39,28,0.313,0.439,0.458,21,96,30,8,0,44,2,23,18,6,3,1,11,6,0,0,0,0,-,,574722,873,8275886,http://stats.ncaa.org/players/8275886?year_stat_category_id=15080
2024,Adrian,Michigan Intercol. Ath. Assn.,3,17,Ryan Davis,Jr,UT,46,45,0.325,0.442,0.454,37,163,53,9,0,74,4,39,26,12,5,2,30,0,3,0,0,0,-,,574722,873,8271048,http://stats.ncaa.org/players/8271048?year_stat_category_id=15080
2024,Adrian,Michigan Intercol. Ath. Assn.,3,12,Andrew Clouse,Jr,C,5,3,0.25,0.4,0.375,1,8,2,1,0,3,0,0,2,0,0,1,4,0,1,0,2,0,-,,574722,873,8273560,http://stats.ncaa.org/players/8273560?year_stat_category_id=15080
2024,Adrian,Michigan Intercol. Ath. Assn.,3,4,Jakob Charles,So,INF,37,36,0.291,0.408,0.339,28,127,37,4,1,43,0,26,22,5,3,5,14,6,2,2,4,0,-,,574722,873,8275967,http://stats.ncaa.org/players/8275967?year_stat_category_id=15080
2024,Adrian,Michigan Intercol. Ath. Assn.,3,38,Wade Liffick,So,P,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-,,574722,873,8265532,http://stats.ncaa.org/players/8265532?year_stat_category_id=15080
2024,Adrian,Michigan Intercol. Ath. Assn.,3,22,Edward Bieniasz,So,P,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,574722,873,8284203,http://stats.ncaa.org/players/8284203?year_stat_category_id=15080
2024,Adrian,Michigan Intercol. Ath. Assn.,3,29,Jaxon Clark,So,P,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,574722,873,8280678,http://stats.ncaa.org/players/8280678?year_stat_category_id=15080
2024,Adrian,Michigan Intercol. Ath. Assn.,3,11,Linken Hayward,Jr,INF,28,8,0.205,0.286,0.318,10,44,9,2,0,14,1,9,3,2,0,2,7,1,0,0,1,0,-,,574722,873,8278305,http://stats.ncaa.org/players/8278305?year_stat_category_id=15080
2024,Adrian,Michigan Intercol. Ath. Assn.,3,5,Travis Liford,So,INF,18,7,0.212,0.297,0.333,10,33,7,2,1,11,0,1,4,0,0,0,8,1,0,0,3,0,-,,574722,873,8286892,http://stats.ncaa.org/players/8286892?year_stat_category_id=15080
2024,Adrian,Michigan Intercol. Ath. Assn.,3,23,Logan Loeffler,Sr,C,5,2,0.167,0.167,0.167,0,6,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,-,,574722,873,8282153,http://stats.ncaa.org/players/8282153?year_stat_category_id=15080
2024,Adrian,Michigan Intercol. Ath. Assn.,3,2,William Weaks,Jr,INF,7,0,0.25,0.5,0.25,1,4,1,0,0,1,0,2,1,2,1,1,1,0,0,0,1,0,-,,574722,873,8284561,http://stats.ncaa.org/players/8284561?year_stat_category_id=15080
2024,Adrian,Michigan Intercol. Ath. Assn.,3,13,Zach Wade,So,C,16,13,0.081,0.306,0.108,7,37,3,1,0,4,0,3,6,6,0,1,12,1,0,0,0,0,-,,574722,873,8285813,http://stats.ncaa.org/players/8285813?year_stat_category_id=15080
2024,Adrian,Michigan Intercol. Ath. Assn.,3,28,Robert Leonard,So,P,12,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-,,574722,873,8285842,http://stats.ncaa.org/players/8285842?year_stat_category_id=15080
2024,Adrian,Michigan Intercol. Ath. Assn.,3,34,A. Horwath,N/A,p,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,574722,873,8595836,http://stats.ncaa.org/players/8595836?year_stat_category_id=15080
2024,Adrian,Michigan Intercol. Ath. Assn.,3,14,B. Willadsen,N/A,dh,12,6,0.179,0.258,0.286,5,28,5,0,0,8,1,3,3,0,0,0,7,2,0,0,1,0,-,,574722,873,8595838,http://stats.ncaa.org/players/8595838?year_stat_category_id=15080
2024,Adrian,Michigan Intercol. Ath. Assn.,3,8,R. Jimenez,N/A,pr,22,17,0.397,0.481,0.559,14,68,27,7,2,38,0,15,9,3,1,4,5,1,1,1,3,0,-,,574722,873,8596336,http://stats.ncaa.org/players/8596336?year_stat_category_id=15080
2024,Adrian,Michigan Intercol. Ath. Assn.,3,35,Christian Oliver,Fr,INF,7,0,0.25,0.5,0.25,1,4,1,0,0,1,0,0,1,1,0,0,2,0,0,0,0,0,-,,574722,873,8596337,http://stats.ncaa.org/players/8596337?year_stat_category_id=15080
2024,Adrian,Michigan Intercol. Ath. Assn.,3,9,Marshall Smith,Jr,C,5,2,0,0,0,1,8,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,10-May,R/R,574722,873,8596338,http://stats.ncaa.org/players/8596338?year_stat_category_id=15080
2024,Adrian,Michigan Intercol. Ath. Assn.,3,30,Aj Miranda,Sr,INF,47,47,0.353,0.454,0.574,43,190,67,19,1,109,7,46,14,22,1,1,17,8,1,0,1,0,-,,574722,873,8595837,http://stats.ncaa.org/players/8595837?year_stat_category_id=15080
2024,Adrian,Michigan Intercol. Ath. Assn.,3,31,D. Shipman,N/A,ph,5,3,0.2,0.333,0.2,2,10,2,0,0,2,0,1,2,0,0,0,4,1,0,0,0,0,-,,574722,873,8687083,http://stats.ncaa.org/players/8687083?year_stat_category_id=15080
2024,Adrian,Michigan Intercol. Ath. Assn.,3,19,J. McGuigan,N/A,lf,13,3,0.143,0.333,0.143,7,14,2,0,0,2,0,1,2,2,0,0,4,0,0,0,0,0,-,,574722,873,8683947,http://stats.ncaa.org/players/8683947?year_stat_category_id=15080
2024,Adrian,Michigan Intercol. Ath. Assn.,3,43,T. Pfirrman,N/A,p,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,574722,873,8683948,http://stats.ncaa.org/players/8683948?year_stat_category_id=15080
2024,Adrian,Michigan Intercol. Ath. Assn.,3,27,K. Kern,N/A,pr,5,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,-,,574722,873,8679265,http://stats.ncaa.org/players/8679265?year_stat_category_id=15080
2024,Adrian,Michigan Intercol. Ath. Assn.,3,46,L. Kozlowski,N/A,p,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,574722,873,8681896,http://stats.ncaa.org/players/8681896?year_stat_category_id=15080
2024,Adrian,Michigan Intercol. Ath. Assn.,3,33,Cam Oliver,Fr,OF,7,1,0.5,0.571,0.5,2,6,3,0,0,3,0,1,1,0,0,1,1,0,0,0,2,0,-,,574722,873,8686499,http://stats.ncaa.org/players/8686499?year_stat_category_id=15080
2024,Albertus Magnus,Great Northeast,3,2,Eric Galarza,Sr,UT,35,30,0.324,0.439,0.48,21,102,33,5,1,49,3,15,14,7,0,0,24,2,1,0,2,0,10-May,L/L,574656,23257,8265559,http://stats.ncaa.org/players/8265559?year_stat_category_id=15080
2024,Albertus Magnus,Great Northeast,3,25,Shawn Smith,Jr,UT,28,24,0.386,0.421,0.535,20,101,39,12,0,54,1,24,8,1,4,0,29,0,0,2,0,0,5-Jun,R/R,574656,23257,8264306,http://stats.ncaa.org/players/8264306?year_stat_category_id=15080
2024,Albertus Magnus,Great Northeast,3,22,Kyle Hensel,Jr,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jun-00,R/R,574656,23257,8272642,http://stats.ncaa.org/players/8272642?year_stat_category_id=15080
2024,Albertus Magnus,Great Northeast,3,27,Nick Ramos,Jr,C,3,3,0.167,0.545,0.333,1,6,1,1,0,2,0,1,3,2,0,0,2,0,0,0,0,0,Jun-00,R/R,574656,23257,8259801,http://stats.ncaa.org/players/8259801?year_stat_category_id=15080
2024,Albertus Magnus,Great Northeast,3,3,John Riccio,Jr,INF,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10-May,R/R,574656,23257,8276862,http://stats.ncaa.org/players/8276862?year_stat_category_id=15080
2024,Albertus Magnus,Great Northeast,3,30,Anthony Acampora,So,C,9,7,0.16,0.192,0.24,3,25,4,2,0,6,0,3,1,0,0,0,6,0,0,0,0,0,10-May,L/R,574656,23257,8270448,http://stats.ncaa.org/players/8270448?year_stat_category_id=15080
2024,Albertus Magnus,Great Northeast,3,7,King Rivera,Jr,OF,11,7,0.263,0.375,0.263,4,19,5,0,0,5,0,6,3,1,1,0,10,0,0,0,4,0,8-May,R/R,574656,23257,8270474,http://stats.ncaa.org/players/8270474?year_stat_category_id=15080
2024,Albertus Magnus,Great Northeast,3,26,Sebastian Velez,Jr,OF,2,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1-Jun,R/R,574656,23257,8275459,http://stats.ncaa.org/players/8275459?year_stat_category_id=15080
2024,Albertus Magnus,Great Northeast,3,19,Bobby Arent,Sr,2B,29,26,0.244,0.357,0.356,16,90,22,7,0,32,1,14,14,4,4,1,21,0,0,0,2,0,8-May,R/R,574656,23257,8267538,http://stats.ncaa.org/players/8267538?year_stat_category_id=15080
2024,Albertus Magnus,Great Northeast,3,9,Aidan Kane,So,P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11-May,L/L,574656,23257,8270874,http://stats.ncaa.org/players/8270874?year_stat_category_id=15080
2024,Albertus Magnus,Great Northeast,3,31,RJ Corgan,So,P,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3-Jun,R/R,574656,23257,8275810,http://stats.ncaa.org/players/8275810?year_stat_category_id=15080
2024,Albertus Magnus,Great Northeast,3,43,Croy Mastropietro,So,INF,6,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Jun-00,R/R,574656,23257,8275842,http://stats.ncaa.org/players/8275842?year_stat_category_id=15080
2024,Albertus Magnus,Great Northeast,3,4,Anthony Abate,So,INF,33,30,0.3,0.414,0.392,27,120,36,7,2,47,0,17,17,7,1,0,19,1,2,1,9,0,10-May,R/R,574656,23257,8264083,http://stats.ncaa.org/players/8264083?year_stat_category_id=15080
2024,Albertus Magnus,Great Northeast,3,15,Nick Kownack,Sr,P,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3-Jun,R/R,574656,23257,8264118,http://stats.ncaa.org/players/8264118?year_stat_category_id=15080
2024,Albertus Magnus,Great Northeast,3,8,Joseph Cortes,Jr,OF,8,5,0.056,0.227,0.222,3,18,1,0,0,4,1,1,2,2,0,0,7,0,0,0,0,0,3-Jun,R/R,574656,23257,8274780,http://stats.ncaa.org/players/8274780?year_stat_category_id=15080
2024,Albertus Magnus,Great Northeast,3,34,Colin Campbell,So,OF,6,1,0,0.182,0,0,9,0,0,0,0,0,1,2,0,0,0,3,0,0,0,0,0,9-May,R/R,574656,23257,8261872,http://stats.ncaa.org/players/8261872?year_stat_category_id=15080
2024,Albertus Magnus,Great Northeast,3,1,Tyler Baldwin,Sr,P,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7-May,R/R,574656,23257,8282885,http://stats.ncaa.org/players/8282885?year_stat_category_id=15080
2024,Albertus Magnus,Great Northeast,3,44,Zack Fenn,Sr,P,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8-May,L/L,574656,23257,8282097,http://stats.ncaa.org/players/8282097?year_stat_category_id=15080
2024,Albertus Magnus,Great Northeast,3,35,Troy Piascik,Fr,OF,21,19,0.413,0.464,0.587,18,75,31,8,1,44,1,13,8,0,1,0,14,2,1,0,3,0,1-Jun,R/R,574656,23257,8595909,http://stats.ncaa.org/players/8595909?year_stat_category_id=15080
2024,Albertus Magnus,Great Northeast,3,10,Kevin Pascual,Fr,UT,8,7,0,0.25,0,0,3,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1-Jun,R/R,574656,23257,8595894,http://stats.ncaa.org/players/8595894?year_stat_category_id=15080
2024,Albertus Magnus,Great Northeast,3,24,Tate Reilly,Fr,OF,4,1,0.125,0.3,0.375,2,8,1,0,1,3,0,0,2,0,0,0,3,0,0,0,0,0,4-Jun,R/R,574656,23257,8595906,http://stats.ncaa.org/players/8595906?year_stat_category_id=15080
2024,Albertus Magnus,Great Northeast,3,6,Tyler Czeremcha,Fr,C,27,20,0.159,0.284,0.217,9,69,11,4,0,15,0,13,11,1,0,1,24,0,0,0,3,0,1-Jun,R/R,574656,23257,8595913,http://stats.ncaa.org/players/8595913?year_stat_category_id=15080
2024,Albertus Magnus,Great Northeast,3,18,Jonathan Remillard,Fr,OF,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8-May,R/R,574656,23257,8595901,http://stats.ncaa.org/players/8595901?year_stat_category_id=15080
2024,Albertus Magnus,Great Northeast,3,20,Jason Sullivan,Sr,3B,23,19,0.284,0.425,0.328,9,67,19,3,0,22,0,8,12,6,2,0,10,2,0,0,0,0,1-Jun,R/R,574656,23257,8595902,http://stats.ncaa.org/players/8595902?year_stat_category_id=15080
2024,Albertus Magnus,Great Northeast,3,21,Tyler Desanty,So,OF,17,15,0.182,0.246,0.182,9,55,10,0,0,10,0,5,5,0,1,1,15,1,0,0,2,0,11-May,R/R,574656,23257,8595903,http://stats.ncaa.org/players/8595903?year_stat_category_id=15080
2024,Albertus Magnus,Great Northeast,3,28,Aaron McIntyre,Fr,P,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7-May,L/R,574656,23257,8595907,http://stats.ncaa.org/players/8595907?year_stat_category_id=15080
2024,Albertus Magnus,Great Northeast,3,36,Toby Marineau,Fr,P,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1-Jun,R/R,574656,23257,8595910,http://stats.ncaa.org/players/8595910?year_stat_category_id=15080
2024,Albertus Magnus,Great Northeast,3,14,Alberto Rivas,Fr,INF,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1-May,R/R,574656,23257,8595898,http://stats.ncaa.org/players/8595898?year_stat_category_id=15080
2024,Albertus Magnus,Great Northeast,3,23,Vance Ward,Jr,OF,27,25,0.239,0.38,0.25,21,88,21,1,0,22,0,11,12,8,0,2,18,0,3,1,9,0,8-May,R/R,574656,23257,8595904,http://stats.ncaa.org/players/8595904?year_stat_category_id=15080
2024,Albertus Magnus,Great Northeast,3,37,Tyler Harger,Fr,UT,20,5,0.222,0.44,0.278,7,18,4,1,0,5,0,4,4,3,0,1,6,1,0,0,0,0,11-May,R/R,574656,23257,8595911,http://stats.ncaa.org/players/8595911?year_stat_category_id=15080
2024,Albertus Magnus,Great Northeast,3,39,Dylan Correa,Fr,P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9-May,R/R,574656,23257,8595912,http://stats.ncaa.org/players/8595912?year_stat_category_id=15080
2024,Albertus Magnus,Great Northeast,3,33,Elijah Spataj,Sr,OF,33,32,0.292,0.344,0.511,23,137,40,10,1,70,6,34,10,2,2,0,31,2,1,0,1,0,5-Jun,R/R,574656,23257,8595908,http://stats.ncaa.org/players/8595908?year_stat_category_id=15080
2024,Albertus Magnus,Great Northeast,3,5,Colin Telford,Jr,OF,21,16,0.136,0.369,0.182,7,44,6,0,1,8,0,4,13,5,3,1,12,2,2,1,4,0,8-May,R/R,574656,23257,8595893,http://stats.ncaa.org/players/8595893?year_stat_category_id=15080
2024,Albertus Magnus,Great Northeast,3,12,Jack Angelo,Fr,P,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10-May,R/R,574656,23257,8595896,http://stats.ncaa.org/players/8595896?year_stat_category_id=15080
2024,Albertus Magnus,Great Northeast,3,16,Albert Molina,Fr,P,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9-May,R/L,574656,23257,8595899,http://stats.ncaa.org/players/8595899?year_stat_category_id=15080
2024,Albertus Magnus,Great Northeast,3,11,Adriel Espada,So,INF,32,31,0.386,0.468,0.5,29,114,44,10,0,57,1,23,18,3,4,1,22,0,3,1,13,0,11-May,L/R,574656,23257,8595895,http://stats.ncaa.org/players/8595895?year_stat_category_id=15080
2024,Albion,Michigan Intercol. Ath. Assn.,3,8,Ryker Mazey,Jr,INF,38,38,0.315,0.399,0.349,24,146,46,5,0,51,0,27,15,6,1,0,18,2,1,2,5,0,-,R/R,574723,873,8269935,http://stats.ncaa.org/players/8269935?year_stat_category_id=15080
2024,Albion,Michigan Intercol. Ath. Assn.,3,33,Jack Lasceski,Jr,OF,21,18,0.304,0.406,0.446,15,56,17,5,0,25,1,9,11,0,2,0,15,1,1,0,2,0,-,,574723,873,8266962,http://stats.ncaa.org/players/8266962?year_stat_category_id=15080
2024,Albion,Michigan Intercol. Ath. Assn.,3,45,Colin Terrill,So,UT,7,0,0.4,0.667,0.8,0,5,2,2,0,4,0,0,4,0,0,0,2,0,0,0,0,0,-,,574723,873,8264555,http://stats.ncaa.org/players/8264555?year_stat_category_id=15080
2024,Albion,Michigan Intercol. Ath. Assn.,3,22,Sean Cooper,Jr,P,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,574723,873,8275178,http://stats.ncaa.org/players/8275178?year_stat_category_id=15080
2024,Albion,Michigan Intercol. Ath. Assn.,3,39,Ryan Driscoll,Jr,P,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,574723,873,8265925,http://stats.ncaa.org/players/8265925?year_stat_category_id=15080
2024,Albion,Michigan Intercol. Ath. Assn.,3,12,Braeden Emery,Sr,INF,38,38,0.269,0.331,0.517,27,145,39,13,1,75,7,31,10,4,1,4,30,1,3,1,14,0,-,,574723,873,8275286,http://stats.ncaa.org/players/8275286?year_stat_category_id=15080
2024,Albion,Michigan Intercol. Ath. Assn.,3,29,Brandon Lipson,So,UT,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,574723,873,8261294,http://stats.ncaa.org/players/8261294?year_stat_category_id=15080
2024,Albion,Michigan Intercol. Ath. Assn.,3,5,Zak Kelly,So,P,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,574723,873,8269379,http://stats.ncaa.org/players/8269379?year_stat_category_id=15080
2024,Albion,Michigan Intercol. Ath. Assn.,3,9,Luke Robertson,Jr,P,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,574723,873,8263901,http://stats.ncaa.org/players/8263901?year_stat_category_id=15080
2024,Albion,Michigan Intercol. Ath. Assn.,3,44,Teddy Brimblecombe,Sr,P,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,574723,873,8275611,http://stats.ncaa.org/players/8275611?year_stat_category_id=15080
2024,Albion,Michigan Intercol. Ath. Assn.,3,7,Evan Schuster,So,OF,36,36,0.338,0.445,0.514,47,142,48,10,0,73,5,30,22,7,2,0,30,2,1,2,17,0,-,,574723,873,8267701,http://stats.ncaa.org/players/8267701?year_stat_category_id=15080
2024,Albion,Michigan Intercol. Ath. Assn.,3,34,Logan Farmer,So,UT,15,13,0.348,0.455,0.37,12,46,16,1,0,17,0,5,8,1,0,0,10,2,0,0,2,0,-,,574723,873,8259288,http://stats.ncaa.org/players/8259288?year_stat_category_id=15080
2024,Albion,Michigan Intercol. Ath. Assn.,3,15,Austyn Stephens,Jr,INF,17,11,0.224,0.291,0.327,5,49,11,3,1,16,0,7,3,2,1,0,8,0,2,0,5,0,-,,574723,873,8273640,http://stats.ncaa.org/players/8273640?year_stat_category_id=15080
2024,Albion,Michigan Intercol. Ath. Assn.,3,25,Andrew Renner,Jr,INF,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,574723,873,8281497,http://stats.ncaa.org/players/8281497?year_stat_category_id=15080
2024,Albion,Michigan Intercol. Ath. Assn.,3,10,Matt McGann,Sr,C,32,31,0.331,0.42,0.521,29,121,40,10,2,63,3,22,14,6,2,0,12,2,0,1,0,0,-,,574723,873,8281777,http://stats.ncaa.org/players/8281777?year_stat_category_id=15080
2024,Albion,Michigan Intercol. Ath. Assn.,3,17,Ian Balint,So,P,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,574723,873,8286663,http://stats.ncaa.org/players/8286663?year_stat_category_id=15080
2024,Albion,Michigan Intercol. Ath. Assn.,3,38,Scotty Clippert,Sr,P,17,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-,,574723,873,8281868,http://stats.ncaa.org/players/8281868?year_stat_category_id=15080
2024,Albion,Michigan Intercol. Ath. Assn.,3,1,Ethan Caris,Jr,INF,16,12,0.191,0.24,0.234,4,47,9,2,0,11,0,4,1,2,0,1,12,1,0,1,0,0,-,,574723,873,8284333,http://stats.ncaa.org/players/8284333?year_stat_category_id=15080
2024,Albion,Michigan Intercol. Ath. Assn.,3,41,Daniel Bruzdewicz,So,P,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,574723,873,8286839,http://stats.ncaa.org/players/8286839?year_stat_category_id=15080
2024,Albion,Michigan Intercol. Ath. Assn.,3,32,Garrett Draper,So,C,31,29,0.311,0.395,0.33,15,103,32,2,0,34,0,14,14,1,1,3,24,2,0,1,3,0,-,,574723,873,8282066,http://stats.ncaa.org/players/8282066?year_stat_category_id=15080
2024,Albion,Michigan Intercol. Ath. Assn.,3,19,Travis Weide,So,INF,1,1,0,0.25,0,0,3,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,-,,574723,873,8280850,http://stats.ncaa.org/players/8280850?year_stat_category_id=15080
2024,Albion,Michigan Intercol. Ath. Assn.,3,20,Carson Dunn,Jr,UT,35,33,0.261,0.306,0.313,24,134,35,7,0,42,0,11,9,1,3,5,30,1,4,1,6,0,-,,574723,873,8278497,http://stats.ncaa.org/players/8278497?year_stat_category_id=15080
2024,Albion,Michigan Intercol. Ath. Assn.,3,3,Cole Giesige,So,P,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,574723,873,8282297,http://stats.ncaa.org/players/8282297?year_stat_category_id=15080
2024,Albion,Michigan Intercol. Ath. Assn.,3,11,Tyler Rosa,So,INF,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-,,574723,873,8283540,http://stats.ncaa.org/players/8283540?year_stat_category_id=15080
2024,Albion,Michigan Intercol. Ath. Assn.,3,18,Brayden Raether,Jr,P,14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,574723,873,8278624,http://stats.ncaa.org/players/8278624?year_stat_category_id=15080
