"year","team_name","conference","division","Jersey","player_name","Yr","Pos","App","GS","ERA","IP","H","R","ER","BB","SO","SHO","BF","P-OAB","2B-A","3B-A","Bk","HR-A","WP","HB","IBB","Inh Run","Inh Run Score","SHA","SFA","Pitches","GO","FO","W","L","SV","KL","Ht","B/T","team_id","conference_id","player_id","player_url"
2025,"Pacific Lutheran","NWC",3,"7","Chris Moreno","Jr","P",9,6,6.5,36,41,30,26,17,27,0,175,146,14,0,0,1,2,6,0,1,0,4,2,416,43,35,1,3,0,7,"6-3","R/R",597128,25300,8899972,"http://stats.ncaa.org/players/8899972?year_stat_category_id=15688"
2025,"Penn College","United East",3,"5","Dennis Prestash","So","P",6,0,11.25,8,13,13,10,3,3,0,43,31,1,2,0,1,2,3,0,0,0,4,2,100,11,9,1,0,0,0,"5-10","",597208,30071,8899011,"http://stats.ncaa.org/players/8899011?year_stat_category_id=15688"
2025,"Penn College","United East",3,"14","Parker White","Jr","INF",10,0,6.52,9.2,9,10,7,4,9,0,48,37,1,0,0,0,0,4,0,1,0,1,2,107,11,9,2,0,2,1,"6-1","",597208,30071,8875668,"http://stats.ncaa.org/players/8875668?year_stat_category_id=15688"
2025,"Penn College","United East",3,"9","Charlie Hornburg","Jr","1B",3,0,4.5,4,4,2,2,1,4,0,18,16,1,0,0,0,0,1,0,0,0,0,0,40,2,6,0,0,0,2,"5-11","",597208,30071,8877845,"http://stats.ncaa.org/players/8877845?year_stat_category_id=15688"
2025,"Penn College","United East",3,"13","Zach Ellis","Sr","P",1,0,36,1,1,5,4,6,0,0,10,4,0,0,0,0,2,0,0,0,0,0,0,41,1,2,0,0,0,0,"6-4","",597208,30071,8877880,"http://stats.ncaa.org/players/8877880?year_stat_category_id=15688"
2025,"Penn College","United East",3,"6","Wyatt Hershey","So","P",11,1,7.36,14.2,17,12,12,9,7,0,73,58,3,0,0,2,0,4,0,2,2,0,2,128,14,22,1,0,1,4,"6-0","",597208,30071,8889609,"http://stats.ncaa.org/players/8889609?year_stat_category_id=15688"
2025,"Penn College","United East",3,"15","Ryan Sawyer","Jr","P",5,0,7.27,8.2,12,7,7,5,3,0,44,36,0,1,0,0,0,1,1,0,0,1,1,89,11,12,0,0,0,1,"5-10","",597208,30071,8883716,"http://stats.ncaa.org/players/8883716?year_stat_category_id=15688"
2025,"Penn College","United East",3,"32","Sam Staib","So","P",10,0,5.56,11.1,10,7,7,2,7,0,47,44,2,0,0,3,3,0,1,0,0,1,0,82,13,14,1,0,0,2,"6-0","",597208,30071,8890703,"http://stats.ncaa.org/players/8890703?year_stat_category_id=15688"
2025,"Penn College","United East",3,"10","Ethan Eckard","So","P",8,0,22.85,8.2,21,23,22,13,8,0,64,45,3,0,1,4,0,4,0,3,2,0,2,148,10,7,0,0,0,2,"6-1","",597208,30071,8894170,"http://stats.ncaa.org/players/8894170?year_stat_category_id=15688"
2025,"Penn College","United East",3,"18","Gabe Reptsik","Sr","P",4,0,5.4,6.2,6,4,4,2,1,0,27,24,1,0,1,0,0,0,0,0,0,0,1,75,5,13,0,0,0,0,"6-2","",597208,30071,8901410,"http://stats.ncaa.org/players/8901410?year_stat_category_id=15688"
2025,"Penn College","United East",3,"24","Mason Balfanz","So","INF",5,4,7.88,16,19,15,14,11,15,0,80,63,4,0,0,2,3,4,0,0,0,2,0,177,13,15,0,1,0,6,"6-3","",597208,30071,8902380,"http://stats.ncaa.org/players/8902380?year_stat_category_id=15688"
2025,"Penn College","United East",3,"36","Ethan Hannevig","Jr","P",8,8,7.6,34.1,46,36,29,12,25,0,166,141,7,1,0,5,1,9,0,0,0,0,4,289,35,35,2,2,0,9,"5-9","",597208,30071,9108316,"http://stats.ncaa.org/players/9108316?year_stat_category_id=15688"
2025,"Penn College","United East",3,"27","McGwire Heverly","Jr","P",5,5,13.2,15,24,23,22,14,18,0,85,64,6,0,0,0,3,5,1,0,0,1,1,241,14,7,0,3,0,6,"6-4","",597208,30071,9108307,"http://stats.ncaa.org/players/9108307?year_stat_category_id=15688"
2025,"Penn College","United East",3,"34","Ryan Remetta","Fr","P",4,0,17.18,3.2,12,8,7,2,1,0,26,20,0,0,0,0,2,3,0,0,0,0,1,54,3,5,0,0,0,0,"5-10","",597208,30071,9099040,"http://stats.ncaa.org/players/9099040?year_stat_category_id=15688"
2025,"Penn College","United East",3,"39","Rowan Gorsuch","Fr","P",6,0,10.57,7.2,11,11,9,7,6,0,43,32,1,0,0,1,2,2,0,0,0,0,2,112,3,12,1,1,0,4,"6-2","",597208,30071,9099054,"http://stats.ncaa.org/players/9099054?year_stat_category_id=15688"
2025,"Penn College","United East",3,"22","Weston McClain","Fr","P",8,2,8.31,13,19,16,12,17,10,0,78,55,2,0,0,0,2,4,0,0,0,1,1,212,18,8,2,1,0,4,"6-2","",597208,30071,9099000,"http://stats.ncaa.org/players/9099000?year_stat_category_id=15688"
2025,"Penn College","United East",3,"29","Dillon Gallagher","Fr","P",10,0,2.2,16.1,10,5,4,5,19,0,63,53,1,0,0,0,3,3,0,0,0,2,0,105,17,9,2,0,1,5,"6-0","",597208,30071,9099020,"http://stats.ncaa.org/players/9099020?year_stat_category_id=15688"
2025,"Penn College","United East",3,"30","Griffin Vollman","So","P",8,6,4.55,29.2,33,20,15,16,23,0,142,118,5,1,0,1,3,6,0,0,0,1,1,265,36,20,3,2,0,5,"5-10","",597208,30071,9099026,"http://stats.ncaa.org/players/9099026?year_stat_category_id=15688"
2025,"Penn College","United East",3,"20","Preston Sortman","Fr","P",6,2,13.5,8.2,10,14,13,13,4,0,50,31,1,0,0,1,3,2,0,0,0,2,2,63,10,10,0,2,0,1,"6-0","",597208,30071,9098994,"http://stats.ncaa.org/players/9098994?year_stat_category_id=15688"
2025,"Penn College","United East",3,"35","Anthony Turek","Fr","P",4,1,49.5,2,7,13,11,10,2,0,23,12,2,0,0,0,1,1,0,0,0,0,0,75,2,1,0,2,0,1,"6-0","",597208,30071,9099046,"http://stats.ncaa.org/players/9099046?year_stat_category_id=15688"
2025,"Penn St. Brandywine","United East",3,"16","Ty Coccia","Sr","P",13,2,5.58,30.2,44,25,19,12,14,0,151,129,8,1,0,2,4,3,2,4,3,6,1,233,31,40,1,1,0,5,"5-6","L/L",597547,30071,9106262,"http://stats.ncaa.org/players/9106262?year_stat_category_id=15688"
2025,"Penn St. Brandywine","United East",3,"32","Liam Nugent","Jr","P",6,5,14.18,13.1,17,21,21,20,11,0,82,55,4,0,1,0,4,5,0,0,0,1,1,282,12,15,0,4,0,6,"5-9","R/R",597547,30071,9106303,"http://stats.ncaa.org/players/9106303?year_stat_category_id=15688"
2025,"Penn St. Brandywine","United East",3,"10","Jack Johnston","Jr","P",8,2,7.43,13.1,13,11,11,11,8,0,73,51,3,0,0,0,7,9,1,0,0,1,1,193,15,16,0,2,1,2,"6-3","R/R",597547,30071,9106244,"http://stats.ncaa.org/players/9106244?year_stat_category_id=15688"
2025,"Penn St. Brandywine","United East",3,"18","Justin Bray","Sr","P",6,2,9.26,23.1,38,24,24,19,11,0,130,101,10,3,1,1,1,7,1,0,0,2,1,366,27,27,0,0,0,6,"6-1","R/R",597547,30071,9106267,"http://stats.ncaa.org/players/9106267?year_stat_category_id=15688"
2025,"Penn St. Brandywine","United East",3,"30","Nate Romberger","Fr","P",9,4,7.77,22,34,33,19,15,16,0,123,100,7,2,1,2,2,5,1,0,0,3,0,271,26,22,0,4,0,5,"6-1","R/R",597547,30071,9106294,"http://stats.ncaa.org/players/9106294?year_stat_category_id=15688"
2025,"Penn St. Brandywine","United East",3,"40","Noah Walker","Fr","P",10,1,5.12,19.1,19,13,11,16,19,0,98,78,3,0,0,0,3,1,1,1,0,1,2,292,13,24,1,1,0,3,"6-3","R/R",597547,30071,9106316,"http://stats.ncaa.org/players/9106316?year_stat_category_id=15688"
2025,"Penn St. Brandywine","United East",3,"9","Josh Hess","So","P",10,3,9.67,22.1,32,28,24,17,21,0,124,97,3,2,0,1,1,6,0,3,1,2,2,167,25,20,0,2,0,8,"6-1","R/R",597547,30071,9106243,"http://stats.ncaa.org/players/9106243?year_stat_category_id=15688"
2025,"Penn St. Brandywine","United East",3,"42","Gianni Serenelli","Fr","P",8,6,4.3,37.2,38,26,18,9,26,1,170,147,5,0,0,1,3,9,0,0,0,3,2,341,49,31,1,4,0,12,"6-0","R/R",597547,30071,9106319,"http://stats.ncaa.org/players/9106319?year_stat_category_id=15688"
2025,"Penn St. Brandywine","United East",3,"22","Toby Skeans","Sr","SS",4,3,6.57,12.1,17,14,9,6,14,0,66,54,6,0,0,1,0,6,0,0,0,0,0,47,10,10,1,3,0,2,"5-10","R/R",597547,30071,9106274,"http://stats.ncaa.org/players/9106274?year_stat_category_id=15688"
2025,"Penn St. Brandywine","United East",3,"26","Nick Gordon","Fr","P",8,1,6.91,14.1,23,20,11,5,11,0,76,65,6,2,0,1,4,2,0,3,3,1,3,46,12,18,0,2,0,0,"5-9","L/L",597547,30071,9106282,"http://stats.ncaa.org/players/9106282?year_stat_category_id=15688"
2025,"Penn St. Brandywine","United East",3,"31","Logan Bartels","Fr","P",8,0,12.08,12.2,22,20,17,13,8,0,80,55,8,0,0,1,0,8,2,2,0,1,3,197,9,18,1,0,0,2,"5-11","L/R",597547,30071,9106299,"http://stats.ncaa.org/players/9106299?year_stat_category_id=15688"
2025,"Penn St. Harrisburg","United East",3,"35","Roberto Barron","Sr","P",3,0,18,2,4,4,4,4,4,0,14,9,0,1,0,0,1,0,0,0,0,0,1,65,1,1,0,0,0,0,"-","",597195,30071,8875892,"http://stats.ncaa.org/players/8875892?year_stat_category_id=15688"
2025,"Penn St. Harrisburg","United East",3,"28","Sam Thompson","Jr","P",11,1,4.56,23.2,30,13,12,5,14,0,109,98,3,0,0,2,3,4,0,3,1,2,0,234,28,24,2,0,0,2,"-","",597195,30071,8882113,"http://stats.ncaa.org/players/8882113?year_stat_category_id=15688"
2025,"Penn St. Harrisburg","United East",3,"15","Christian Lubic II","Jr","P",5,5,4.85,26,28,15,14,4,20,0,110,101,5,1,2,4,2,0,0,0,0,3,2,374,31,25,1,0,0,2,"-","",597195,30071,8877212,"http://stats.ncaa.org/players/8877212?year_stat_category_id=15688"
2025,"Penn St. Harrisburg","United East",3,"22","Aidan Bergholc","So","P",8,7,8.59,22,23,21,21,19,25,0,109,84,4,1,1,1,0,3,0,0,0,3,0,367,25,12,1,0,0,3,"-","",597195,30071,8876349,"http://stats.ncaa.org/players/8876349?year_stat_category_id=15688"
2025,"Penn St. Harrisburg","United East",3,"6","Caiden Erter","Jr","P",11,0,4.64,21.1,22,11,11,9,19,0,96,81,3,0,0,2,4,3,1,0,0,2,1,288,16,25,2,1,2,8,"-","",597195,30071,8877419,"http://stats.ncaa.org/players/8877419?year_stat_category_id=15688"
2025,"Penn St. Harrisburg","United East",3,"34","Danny Eden","Sr","P",10,4,6.2,24.2,30,24,17,11,30,0,120,100,6,1,0,1,5,7,0,2,2,1,1,357,26,12,2,2,0,11,"-","",597195,30071,8888634,"http://stats.ncaa.org/players/8888634?year_stat_category_id=15688"
2025,"Penn St. Harrisburg","United East",3,"13","Dylan Sattazahn","So","P",12,0,3.54,20.1,18,13,8,15,26,0,94,71,2,0,1,2,4,5,0,4,2,2,1,204,12,16,4,0,0,5,"-","",597195,30071,8882534,"http://stats.ncaa.org/players/8882534?year_stat_category_id=15688"
2025,"Penn St. Harrisburg","United East",3,"18","Benjamin Ross","So","P",9,0,4.74,19,16,13,10,10,20,0,83,67,2,1,0,4,2,3,0,2,2,1,2,282,17,16,2,0,0,7,"-","",597195,30071,8898601,"http://stats.ncaa.org/players/8898601?year_stat_category_id=15688"
2025,"Penn St. Harrisburg","United East",3,"31","Fisher Druck","Jr","P",9,8,3.77,43,40,24,18,14,52,0,186,166,8,0,0,1,2,1,1,0,0,3,2,450,42,31,4,1,1,13,"-","",597195,30071,8891547,"http://stats.ncaa.org/players/8891547?year_stat_category_id=15688"
2025,"Penn St. Harrisburg","United East",3,"29","Jack Maguire","So","P",8,3,4.61,27.1,26,18,14,6,16,0,120,104,3,3,1,3,2,8,1,2,1,0,2,429,28,34,1,1,0,4,"-","",597195,30071,8893303,"http://stats.ncaa.org/players/8893303?year_stat_category_id=15688"
2025,"Penn St. Harrisburg","United East",3,"43","Bradyn Eckert","Fr","P",12,4,4.03,29,26,16,13,13,40,0,132,109,9,1,0,2,0,4,3,4,2,6,0,355,26,19,3,3,1,14,"-","",597195,30071,9111985,"http://stats.ncaa.org/players/9111985?year_stat_category_id=15688"
2025,"Penn St. Harrisburg","United East",3,"27","Dinzey Feliz","Jr","INF",1,0,108,0.1,1,4,4,4,1,0,7,2,0,0,0,0,4,1,0,0,0,0,0,31,0,0,0,0,0,1,"-","",597195,30071,9111986,"http://stats.ncaa.org/players/9111986?year_stat_category_id=15688"
2025,"Penn St. Harrisburg","United East",3,"19","Parker Nein","Fr","P",4,0,8.1,3.1,4,4,3,3,5,0,18,14,3,0,0,0,1,1,0,0,0,0,0,71,3,2,0,0,0,2,"-","",597195,30071,9111991,"http://stats.ncaa.org/players/9111991?year_stat_category_id=15688"
2025,"Penn St. Harrisburg","United East",3,"42","Cole Lambert","Fr","P",3,0,27,2.1,5,9,7,5,1,0,19,13,0,0,0,1,1,1,0,0,0,0,0,43,5,0,0,0,0,0,"-","",597195,30071,9111989,"http://stats.ncaa.org/players/9111989?year_stat_category_id=15688"
2025,"Penn St. Harrisburg","United East",3,"32","Michael Paciotti","Fr","P",2,0,0,2,2,0,0,1,3,0,9,8,0,0,0,0,1,0,0,0,0,0,0,40,2,1,0,0,0,1,"-","",597195,30071,9111992,"http://stats.ncaa.org/players/9111992?year_stat_category_id=15688"
2025,"Penn St. Harrisburg","United East",3,"38","Traeton Sauder","Fr","P",11,0,4.5,12,13,12,6,7,14,0,58,50,2,0,0,1,1,0,1,2,0,0,1,196,9,12,1,0,1,5,"-","",597195,30071,9111996,"http://stats.ncaa.org/players/9111996?year_stat_category_id=15688"
2025,"Penn St.-Abington","United East",3,"6","Eric David","Fr","P",5,0,3.86,4.2,5,4,2,4,5,0,26,19,0,0,0,0,1,3,0,0,0,0,0,92,2,6,0,0,0,1,"6-0","R/R",597200,30071,9302605,"http://stats.ncaa.org/players/9302605?year_stat_category_id=15688"
2025,"Penn St.-Abington","United East",3,"18","Jacob Kisselbach","Fr","P",5,0,7.2,5,4,4,4,6,3,0,25,17,1,0,1,0,2,1,0,0,0,1,0,73,4,7,0,0,0,1,"6-2","R/R",597200,30071,9302624,"http://stats.ncaa.org/players/9302624?year_stat_category_id=15688"
2025,"Penn St.-Abington","United East",3,"28","Ben Harris","Jr","P",1,0,0,0,0,2,1,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,"6-0","L/L",597200,30071,9302651,"http://stats.ncaa.org/players/9302651?year_stat_category_id=15688"
2025,"Penn St.-Abington","United East",3,"0","Mike Adelizzi","Jr","P",4,2,11.57,9.1,18,15,12,5,7,0,53,47,3,0,0,1,3,1,0,0,0,0,0,159,10,10,0,2,0,2,"5-11","R/R",597200,30071,9302609,"http://stats.ncaa.org/players/9302609?year_stat_category_id=15688"
2025,"Penn St.-Abington","United East",3,"15","Jamie Burkhart","Sr","P",2,0,4.5,2,3,3,1,1,1,0,13,10,0,0,0,0,1,2,0,0,0,0,0,27,1,4,0,0,0,1,"5-9","R/R",597200,30071,9302587,"http://stats.ncaa.org/players/9302587?year_stat_category_id=15688"
2025,"Penn St.-Abington","United East",3,"32","Cade Michalski","Fr","P",5,0,5.63,8,11,5,5,7,4,0,44,35,2,0,1,0,0,2,0,0,0,0,0,144,12,8,0,0,1,2,"6-0","R/R",597200,30071,9302655,"http://stats.ncaa.org/players/9302655?year_stat_category_id=15688"
2025,"Penn St.-Abington","United East",3,"25","Nate Evans","Sr","P",6,0,7.56,8.1,5,8,7,10,9,0,42,30,0,0,0,1,3,2,0,0,0,0,0,123,6,9,2,1,0,0,"6-2","R/R",597200,30071,9302648,"http://stats.ncaa.org/players/9302648?year_stat_category_id=15688"
2025,"Penn St.-Abington","United East",3,"34","Will Devine","Fr","P",2,0,18,2,6,4,4,0,1,0,13,12,1,0,0,1,1,1,0,0,0,0,0,31,2,3,0,0,0,0,"6-0","R/R",597200,30071,9302656,"http://stats.ncaa.org/players/9302656?year_stat_category_id=15688"
2025,"Penn St.-Abington","United East",3,"9","Mike Nasti","Fr","P",8,8,6.19,36.1,53,34,25,14,26,0,183,162,7,1,0,1,7,4,1,0,0,1,2,554,37,37,2,3,0,8,"6-2","R/R",597200,30071,9302611,"http://stats.ncaa.org/players/9302611?year_stat_category_id=15688"
2025,"Penn St.-Abington","United East",3,"14","Jared Uzdzienski","So","P",3,0,2.7,3.1,3,1,1,0,1,0,13,13,2,0,0,0,1,0,0,0,0,0,0,31,2,7,0,0,0,0,"6-4","L/L",597200,30071,8879756,"http://stats.ncaa.org/players/8879756?year_stat_category_id=15688"
2025,"Penn St.-Abington","United East",3,"24","Connor Woodson","Jr","P",10,0,10.32,11.1,25,15,13,3,10,0,63,57,6,2,0,0,1,0,0,0,0,0,3,216,6,16,0,2,2,4,"5-10","L/L",597200,30071,8883484,"http://stats.ncaa.org/players/8883484?year_stat_category_id=15688"
2025,"Penn St.-Abington","United East",3,"26","James Torpey","So","P",9,4,3.61,47.1,49,24,19,9,29,0,197,182,9,1,1,5,4,2,0,2,0,3,1,573,53,48,4,2,0,12,"6-1","L/L",597200,30071,8877364,"http://stats.ncaa.org/players/8877364?year_stat_category_id=15688"
2025,"Penn St.-Abington","United East",3,"21","Ryan Bethel","Sr","P",2,0,4.91,3.2,3,2,2,1,1,0,19,14,0,0,0,0,0,4,0,0,0,0,0,29,3,7,0,0,0,1,"5-9","R/R",597200,30071,8888557,"http://stats.ncaa.org/players/8888557?year_stat_category_id=15688"
2025,"Penn St.-Abington","United East",3,"19","Owen Lynch","Sr","P",8,8,4.78,43.1,60,31,23,12,24,0,205,181,16,1,0,0,2,6,1,0,0,2,4,480,45,50,3,0,0,9,"6-0","R/R",597200,30071,8895531,"http://stats.ncaa.org/players/8895531?year_stat_category_id=15688"
2025,"Penn St.-Abington","United East",3,"66","Derek Aub","So","P",6,0,5.68,12.2,18,14,8,5,8,0,63,54,3,1,0,2,2,3,0,0,0,0,1,143,8,19,1,0,0,2,"6-4","R/R",597200,30071,8895537,"http://stats.ncaa.org/players/8895537?year_stat_category_id=15688"
2025,"Penn St.-Abington","United East",3,"10","Nate DeCristofaro","So","P",6,5,4.26,25.1,20,18,12,20,23,1,121,93,5,0,0,2,0,5,0,0,0,2,1,264,21,28,1,3,0,13,"6-0","R/R",597200,30071,8893996,"http://stats.ncaa.org/players/8893996?year_stat_category_id=15688"
2025,"Penn St.-Abington","United East",3,"3","Ben Mitchell","So","P",1,0,0,1,0,0,0,1,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,15,1,1,0,0,0,0,"5-9","L/L",597200,30071,8894168,"http://stats.ncaa.org/players/8894168?year_stat_category_id=15688"
2025,"Penn St.-Abington","United East",3,"33","Josh Henderson","Sr","OF",3,0,13.5,2,5,3,3,3,0,0,13,9,1,0,1,0,4,0,2,0,0,1,0,46,5,0,0,1,0,0,"5-11","R/R",597200,30071,8897560,"http://stats.ncaa.org/players/8897560?year_stat_category_id=15688"
2025,"Penn St.-Altoona","AMCC",3,"42","Sean Wing","Jr","P",11,1,7.98,29.1,37,27,26,12,22,0,145,124,6,1,0,2,3,4,1,0,0,4,1,443,33,30,3,1,1,4,"5-11","R/R",597177,30022,8890169,"http://stats.ncaa.org/players/8890169?year_stat_category_id=15688"
2025,"Penn St.-Altoona","AMCC",3,"15","Corey Chamberlain","Sr","INF",3,2,3.86,11.2,14,6,5,0,8,0,50,49,3,0,0,1,0,1,0,0,0,0,0,144,9,16,1,1,1,1,"6-0","R/R",597177,30022,8890200,"http://stats.ncaa.org/players/8890200?year_stat_category_id=15688"
2025,"Penn St.-Altoona","AMCC",3,"4","Sam Homan","Sr","P",6,6,7.03,24.1,33,26,19,22,21,0,131,100,4,0,1,3,7,5,0,0,0,3,1,421,24,20,2,2,0,6,"6-2","R/L",597177,30022,8885056,"http://stats.ncaa.org/players/8885056?year_stat_category_id=15688"
2025,"Penn St.-Altoona","AMCC",3,"11","Alex Hlivia","Sr","INF",1,0,0,2,2,0,0,1,3,0,9,8,0,0,0,0,1,0,0,0,0,0,0,27,1,2,0,0,0,0,"5-7","R/R",597177,30022,8883072,"http://stats.ncaa.org/players/8883072?year_stat_category_id=15688"
2025,"Penn St.-Altoona","AMCC",3,"13","Brycen Flinton","So","P",3,0,20.77,4.1,9,11,10,6,2,0,30,21,2,0,0,1,1,3,0,0,0,0,0,108,3,7,0,0,0,0,"5-9","L/L",597177,30022,8874613,"http://stats.ncaa.org/players/8874613?year_stat_category_id=15688"
2025,"Penn St.-Altoona","AMCC",3,"5","Caden Suba","Jr","P",2,1,17.18,3.2,8,9,7,3,4,0,25,19,4,0,0,1,2,2,0,0,0,0,1,112,3,3,0,1,0,2,"6-2","L/L",597177,30022,8898470,"http://stats.ncaa.org/players/8898470?year_stat_category_id=15688"
2025,"Penn St.-Altoona","AMCC",3,"6","Jimmy Mento","Sr","INF",8,8,11.62,26.1,33,41,34,24,20,0,151,114,4,0,0,6,2,8,0,0,0,3,2,584,24,32,1,5,0,4,"6-1","R/R",597177,30022,8895953,"http://stats.ncaa.org/players/8895953?year_stat_category_id=15688"
2025,"Penn St.-Altoona","AMCC",3,"22","Carter Piercey","Jr","UT",7,1,7.36,11,13,11,9,11,5,0,66,44,0,0,0,1,4,8,0,3,3,1,2,248,8,20,2,1,0,1,"5-11","R/R",597177,30022,8897396,"http://stats.ncaa.org/players/8897396?year_stat_category_id=15688"
2025,"Penn St.-Altoona","AMCC",3,"25","Michael Labisi","Jr","OF",9,1,7.89,21.2,32,23,19,11,15,0,114,89,5,0,0,1,2,6,0,0,0,5,3,354,21,25,1,1,0,7,"5-8","R/R",597177,30022,8892845,"http://stats.ncaa.org/players/8892845?year_stat_category_id=15688"
2025,"Penn St.-Altoona","AMCC",3,"3","Eli Wiles","Sr","P",6,5,6.84,25,34,22,19,10,24,0,126,106,9,0,0,3,3,9,0,0,0,0,1,282,16,29,2,3,0,7,"6-1","R/R",597177,30022,8890867,"http://stats.ncaa.org/players/8890867?year_stat_category_id=15688"
2025,"Penn St.-Altoona","AMCC",3,"16","Eric Seick","Jr","P",4,4,6.23,17.1,22,17,12,3,7,0,83,76,7,0,0,1,1,3,0,0,0,1,0,256,13,29,0,2,0,1,"6-1","R/R",597177,30022,8892115,"http://stats.ncaa.org/players/8892115?year_stat_category_id=15688"
2025,"Penn St.-Altoona","AMCC",3,"9","Zach Ingold","Jr","OF",2,0,13.5,2,3,3,3,3,3,0,13,8,1,0,2,0,1,1,0,0,0,0,1,21,0,3,0,0,0,2,"5-9","L/R",597177,30022,8900822,"http://stats.ncaa.org/players/8900822?year_stat_category_id=15688"
2025,"Penn St.-Altoona","AMCC",3,"17","Ryan Jackson","Fr","P",6,0,12.27,7.1,7,11,10,12,7,0,44,29,1,0,0,0,4,3,0,0,0,0,0,128,9,6,0,0,1,4,"5-10","L/L",597177,30022,9214764,"http://stats.ncaa.org/players/9214764?year_stat_category_id=15688"
2025,"Penn St.-Altoona","AMCC",3,"23","Cole Suba","Fr","P",8,0,8.04,15.2,26,19,14,9,16,0,82,71,5,0,0,1,0,0,0,3,1,1,1,296,10,18,0,1,0,5,"6-2","L/L",597177,30022,9214765,"http://stats.ncaa.org/players/9214765?year_stat_category_id=15688"
2025,"Penn St.-Altoona","AMCC",3,"24","Bryce Smith","Fr","UT",2,0,11.57,2.1,2,3,3,2,3,0,12,8,0,0,0,0,1,1,0,0,0,1,0,52,4,0,0,0,0,1,"5-9","L/L",597177,30022,9214781,"http://stats.ncaa.org/players/9214781?year_stat_category_id=15688"
2025,"Penn St.-Altoona","AMCC",3,"14","Kyle Latham","Fr","1B",3,1,15.75,8,10,15,14,7,6,0,48,32,3,0,0,0,4,8,0,0,0,1,0,190,5,10,0,0,0,1,"6-2","R/R",597177,30022,9214761,"http://stats.ncaa.org/players/9214761?year_stat_category_id=15688"
2025,"Penn St.-Behrend","AMCC",3,"11","Colin Bolla","So","P",6,6,4.5,32,34,21,16,17,34,0,153,124,3,1,1,1,3,10,0,0,0,1,1,520,27,28,4,2,0,21,"6-1","L/L",597000,30022,8882828,"http://stats.ncaa.org/players/8882828?year_stat_category_id=15688"
2025,"Penn St.-Behrend","AMCC",3,"20","Sawyer Prince","Jr","P",8,0,6.23,8.2,16,11,6,4,4,0,50,42,4,1,0,0,1,2,0,0,0,2,0,120,11,9,0,0,0,2,"6-3","L/L",597000,30022,8878881,"http://stats.ncaa.org/players/8878881?year_stat_category_id=15688"
2025,"Penn St.-Behrend","AMCC",3,"42","Joe Lang","Sr","P",8,0,2.57,14,9,5,4,4,19,0,55,49,1,0,0,0,0,1,0,1,0,0,1,138,4,17,1,0,4,5,"5-10","R/R",597000,30022,8889226,"http://stats.ncaa.org/players/8889226?year_stat_category_id=15688"
2025,"Penn St.-Behrend","AMCC",3,"16","Evan Del Signore","So","P",2,0,11.57,4.2,9,6,6,3,4,0,28,24,1,0,0,0,2,0,0,0,0,0,1,16,6,4,0,0,0,3,"6-0","R/R",597000,30022,8874179,"http://stats.ncaa.org/players/8874179?year_stat_category_id=15688"
2025,"Penn St.-Behrend","AMCC",3,"5","Ethan Tinker","Jr","P",7,2,8.25,12,17,13,11,3,10,0,61,51,5,0,0,1,3,3,0,0,0,2,1,126,8,18,1,1,0,3,"6-2","R/R",597000,30022,8876137,"http://stats.ncaa.org/players/8876137?year_stat_category_id=15688"
2025,"Penn St.-Behrend","AMCC",3,"22","Spencer Deitz","So","OF",2,0,27,1.2,3,5,5,4,3,0,15,9,0,0,0,1,1,2,0,0,0,0,0,16,1,1,0,0,0,1,"5-10","L/R",597000,30022,8887500,"http://stats.ncaa.org/players/8887500?year_stat_category_id=15688"
2025,"Penn St.-Behrend","AMCC",3,"36","Alec Greenblatt","Sr","P",6,4,4.84,22.1,24,14,12,8,14,0,100,84,6,0,0,0,2,5,0,0,0,2,1,259,25,23,2,0,0,2,"5-10","L/R",597000,30022,8888583,"http://stats.ncaa.org/players/8888583?year_stat_category_id=15688"
2025,"Penn St.-Behrend","AMCC",3,"1","Jack  Baumgartel","Jr","P",10,0,10.32,11.1,13,13,13,4,10,0,58,49,3,1,0,0,1,4,0,1,0,0,1,150,11,13,0,0,0,3,"6-0","R/R",597000,30022,8892215,"http://stats.ncaa.org/players/8892215?year_stat_category_id=15688"
2025,"Penn St.-Behrend","AMCC",3,"2","Jake Manendo","So","P",8,0,2.75,19.2,16,6,6,15,20,0,88,70,4,0,0,0,2,0,0,0,0,1,2,317,22,14,0,0,3,6,"5-10","L/R",597000,30022,8893575,"http://stats.ncaa.org/players/8893575?year_stat_category_id=15688"
2025,"Penn St.-Behrend","AMCC",3,"4","Curtis King","Jr","INF",1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,"6-0","R/R",597000,30022,8898409,"http://stats.ncaa.org/players/8898409?year_stat_category_id=15688"
2025,"Penn St.-Behrend","AMCC",3,"8","Andrew Bredel","So","P",7,6,2.4,30,25,14,8,17,35,0,142,118,2,1,0,0,1,6,0,0,0,0,1,365,19,31,5,1,0,15,"6-3","L/L",597000,30022,8900651,"http://stats.ncaa.org/players/8900651?year_stat_category_id=15688"
