"year","team_name","conference","division","Jersey","player_name","Yr","Pos","App","GS","ERA","IP","H","R","ER","BB","SO","SHO","BF","P-OAB","2B-A","3B-A","Bk","HR-A","WP","HB","IBB","Inh Run","Inh Run Score","SHA","SFA","Pitches","GO","FO","W","L","SV","KL","Ht","B/T","team_id","conference_id","player_id","player_url"
2025,"Augsburg","MIAC",3,"17","Caleb Tays","So","P",11,0,7.04,23,27,22,18,11,16,0,111,94,5,2,0,3,2,3,2,10,2,2,1,126,22,28,2,3,1,7,"6-1","R/R",597217,882,8877171,"http://stats.ncaa.org/players/8877171?year_stat_category_id=15688"
2025,"Augsburg","MIAC",3,"4","Austin Lang","Jr","P",7,6,6.6,30,38,24,22,11,24,0,143,123,11,4,0,3,2,6,0,0,0,1,2,215,26,36,2,3,0,7,"6-2","R/L",597217,882,8888515,"http://stats.ncaa.org/players/8888515?year_stat_category_id=15688"
2025,"Augsburg","MIAC",3,"14","Myer Schmitz","Sr","P",6,3,8.24,19.2,27,21,18,6,16,0,99,88,5,0,0,2,2,4,0,0,0,0,1,80,20,21,1,0,0,7,"6-2","R/R",597217,882,8875283,"http://stats.ncaa.org/players/8875283?year_stat_category_id=15688"
2025,"Augsburg","MIAC",3,"22","Will Haverly","Jr","P",3,0,27,2,5,6,6,3,2,0,14,11,0,0,0,1,0,0,0,0,0,0,0,37,1,2,0,0,0,0,"5-9","R/R",597217,882,8880631,"http://stats.ncaa.org/players/8880631?year_stat_category_id=15688"
2025,"Augsburg","MIAC",3,"41","Vincent Rupp","Jr","P",9,2,4.5,28,29,16,14,10,21,0,124,112,3,0,1,1,2,0,0,3,3,2,0,232,30,29,1,2,1,7,"6-2","R/R",597217,882,8890373,"http://stats.ncaa.org/players/8890373?year_stat_category_id=15688"
2025,"Augsburg","MIAC",3,"40","Ben Kittleson","Sr","P",2,0,9,2,3,2,2,1,3,0,11,10,1,0,0,0,0,0,0,0,0,0,0,36,1,2,0,0,0,1,"5-11","L/L",597217,882,8895798,"http://stats.ncaa.org/players/8895798?year_stat_category_id=15688"
2025,"Augsburg","MIAC",3,"23","Jake Pittelkow","Jr","P",4,4,4.57,21.2,24,12,11,10,18,0,101,86,5,1,0,1,2,5,1,0,0,0,0,76,20,24,1,2,0,6,"6-3","R/R",597217,882,8893863,"http://stats.ncaa.org/players/8893863?year_stat_category_id=15688"
2025,"Augsburg","MIAC",3,"30","M. Hesse","N/A","p",5,1,5.73,11,15,10,7,6,6,0,53,43,2,0,0,1,0,1,0,3,0,2,1,109,10,13,0,1,0,4,"-","",597217,882,9309539,"http://stats.ncaa.org/players/9309539?year_stat_category_id=15688"
2025,"Augsburg","MIAC",3,"46","Jacob Henry","Jr","P",2,0,9,3,2,3,3,4,3,0,15,11,1,0,1,1,0,0,0,2,1,0,0,8,1,5,0,0,0,1,"6-0","R/R",597217,882,8899900,"http://stats.ncaa.org/players/8899900?year_stat_category_id=15688"
2025,"Augustana (IL)","CCIW",3,"11","Adam Bendoraitis","Sr","P",11,2,6.85,22.1,26,20,17,20,22,0,116,89,4,0,0,2,5,4,2,2,0,3,0,331,24,18,2,4,0,7,"-","L/R",597218,836,9279464,"http://stats.ncaa.org/players/9279464?year_stat_category_id=15688"
2025,"Augustana (IL)","CCIW",3,"37","Addison Southwick","Sr","P",15,0,3.58,27.2,26,14,11,11,28,0,122,108,7,1,0,3,2,2,1,2,1,1,0,455,23,30,0,0,2,13,"-","R/R",597218,836,9279505,"http://stats.ncaa.org/players/9279505?year_stat_category_id=15688"
2025,"Augustana (IL)","CCIW",3,"16","Tate Aurich","So","P",4,0,12,3,8,5,4,2,4,0,20,17,1,0,0,0,0,1,1,0,0,0,0,58,4,1,0,0,0,3,"-","R/R",597218,836,9279462,"http://stats.ncaa.org/players/9279462?year_stat_category_id=15688"
2025,"Augustana (IL)","CCIW",3,"43","Ethan McGraw","Fr","P",8,6,5.52,31,35,22,19,10,24,0,140,125,8,2,0,1,1,2,0,0,0,1,2,381,18,48,3,3,1,8,"-","R/R",597218,836,9279495,"http://stats.ncaa.org/players/9279495?year_stat_category_id=15688"
2025,"Augustana (IL)","CCIW",3,"48","Cameron Emmons","Fr","P",2,0,6.75,1.1,0,1,1,2,3,0,6,4,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,2,"-","R/R",597218,836,9279476,"http://stats.ncaa.org/players/9279476?year_stat_category_id=15688"
2025,"Augustana (IL)","CCIW",3,"47","Blake Nettleton","Jr","P",5,0,14.54,4.1,7,7,7,7,6,0,26,19,0,0,0,0,1,0,0,0,0,0,0,63,3,3,0,1,0,3,"-","R/R",597218,836,9279501,"http://stats.ncaa.org/players/9279501?year_stat_category_id=15688"
2025,"Augustana (IL)","CCIW",3,"30","Zachary Gulliksen","Jr","P",3,0,9,3,3,3,3,2,3,0,16,13,2,0,0,0,0,1,0,0,0,0,0,28,1,5,1,0,0,1,"-","R/R",597218,836,8881818,"http://stats.ncaa.org/players/8881818?year_stat_category_id=15688"
2025,"Augustana (IL)","CCIW",3,"41","Nathan Melby","Sr","P",5,1,5.68,6.1,5,6,4,7,6,0,34,23,2,0,0,0,1,3,0,0,0,0,1,133,7,5,1,0,0,2,"-","R/R",597218,836,8885951,"http://stats.ncaa.org/players/8885951?year_stat_category_id=15688"
2025,"Augustana (IL)","CCIW",3,"27","Cameron Miller","Sr","P",14,0,2.78,22.2,11,9,7,15,13,0,101,72,3,0,0,0,1,9,0,4,2,2,3,283,30,19,1,2,0,5,"-","R/R",597218,836,8887084,"http://stats.ncaa.org/players/8887084?year_stat_category_id=15688"
2025,"Augustana (IL)","CCIW",3,"28","Ethan Witzel","Sr","P",2,0,3,3,2,2,1,2,1,0,12,10,1,0,0,0,0,0,0,0,0,0,0,37,3,4,0,0,0,0,"-","L/L",597218,836,8882021,"http://stats.ncaa.org/players/8882021?year_stat_category_id=15688"
2025,"Augustana (IL)","CCIW",3,"39","Dominic Williams","So","P",1,0,0,0,1,2,2,1,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,9,0,0,0,0,0,0,"-","R/R",597218,836,8889632,"http://stats.ncaa.org/players/8889632?year_stat_category_id=15688"
2025,"Augustana (IL)","CCIW",3,"24","Zach DeMarlie","Jr","UT",9,8,2.53,42.2,33,15,12,23,27,1,183,151,6,0,1,2,1,4,0,0,0,4,1,533,49,41,3,0,0,10,"-","R/R",597218,836,8882290,"http://stats.ncaa.org/players/8882290?year_stat_category_id=15688"
2025,"Augustana (IL)","CCIW",3,"34","Chance Carruthers","Jr","P",7,6,3.73,31.1,38,16,13,7,31,0,140,128,8,0,1,3,1,1,0,0,0,2,2,260,38,21,2,2,0,13,"-","R/R",597218,836,8879421,"http://stats.ncaa.org/players/8879421?year_stat_category_id=15688"
2025,"Augustana (IL)","CCIW",3,"32","Jeremy Bergeron","So","P",5,1,7.94,5.2,5,5,5,5,7,0,27,19,1,1,0,0,3,1,0,0,0,1,1,96,7,2,1,0,0,2,"-","R/R",597218,836,8895119,"http://stats.ncaa.org/players/8895119?year_stat_category_id=15688"
2025,"Augustana (IL)","CCIW",3,"36","Brian Fischer","Jr","P",11,2,2.95,18.1,17,9,6,7,19,0,81,72,2,1,0,0,2,1,1,4,2,1,0,249,20,13,0,0,2,5,"-","R/R",597218,836,8893386,"http://stats.ncaa.org/players/8893386?year_stat_category_id=15688"
2025,"Augustana (IL)","CCIW",3,"35","Jack Buckalew","So","P",5,2,4.15,13,9,9,6,6,8,0,55,48,1,0,0,0,0,1,0,0,0,0,0,185,13,14,1,1,0,4,"-","R/R",597218,836,8901902,"http://stats.ncaa.org/players/8901902?year_stat_category_id=15688"
2025,"Augustana (IL)","CCIW",3,"31","Easton Nichols","Sr","P",1,0,13.5,1.1,1,2,2,1,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,24,2,2,0,0,0,0,"-","L/L",597218,836,8901955,"http://stats.ncaa.org/players/8901955?year_stat_category_id=15688"
2025,"Aurora","NACC",3,"24","Mason Ishii","Jr","P",7,3,5.3,18.2,27,14,11,2,12,0,87,82,7,0,0,1,1,2,0,0,0,1,0,111,28,13,0,1,0,4,"-","",597219,30097,9299470,"http://stats.ncaa.org/players/9299470?year_stat_category_id=15688"
2025,"Aurora","NACC",3,"16","Ryan Buck","Jr","UT",3,1,15.43,4.2,13,9,8,5,3,0,32,27,5,0,0,0,3,0,0,0,0,0,0,38,2,8,0,0,0,0,"-","",597219,30097,9299467,"http://stats.ncaa.org/players/9299467?year_stat_category_id=15688"
2025,"Aurora","NACC",3,"30","Cory Brock","Fr","P",4,0,14.54,4.1,10,12,7,3,6,0,29,25,2,0,0,2,0,1,0,0,0,0,0,49,2,4,0,0,0,1,"-","",597219,30097,9299473,"http://stats.ncaa.org/players/9299473?year_stat_category_id=15688"
2025,"Aurora","NACC",3,"18","Justin Zimmerman","Sr","P",10,9,2,54,48,16,12,15,80,1,231,213,8,2,0,5,1,1,1,0,0,2,0,646,31,49,6,1,1,26,"-","",597219,30097,9305610,"http://stats.ncaa.org/players/9305610?year_stat_category_id=15688"
2025,"Aurora","NACC",3,"14","Ben Rannazzisi","Fr","P",1,0,9,1,4,3,1,1,2,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"-","",597219,30097,9299466,"http://stats.ncaa.org/players/9299466?year_stat_category_id=15688"
2025,"Aurora","NACC",3,"22","Brayden Thompson","Jr","P",2,0,27,1.1,4,4,4,7,1,0,16,8,0,0,0,0,3,1,0,0,0,0,0,47,3,0,0,0,0,1,"-","",597219,30097,9299469,"http://stats.ncaa.org/players/9299469?year_stat_category_id=15688"
2025,"Aurora","NACC",3,"25","Edgar Barba","Jr","P",4,4,9.6,15,16,17,16,13,19,0,75,58,2,0,1,2,1,2,0,0,0,1,1,120,10,13,2,1,0,5,"-","",597219,30097,9299471,"http://stats.ncaa.org/players/9299471?year_stat_category_id=15688"
2025,"Aurora","NACC",3,"8","Adrian Ruiz","Sr","P",10,1,7.15,22.2,26,22,18,7,20,0,110,91,2,0,0,5,2,6,0,1,0,3,3,159,27,20,0,2,0,4,"-","",597219,30097,8881725,"http://stats.ncaa.org/players/8881725?year_stat_category_id=15688"
2025,"Aurora","NACC",3,"3","Jonathan Wray","Sr","OF",3,0,5.68,6.1,7,4,4,4,7,0,30,24,1,1,0,0,0,2,0,0,0,0,0,73,3,7,0,0,0,1,"-","",597219,30097,8876874,"http://stats.ncaa.org/players/8876874?year_stat_category_id=15688"
2025,"Aurora","NACC",3,"19","Joey Pettit","Jr","P",3,3,10.38,13,22,17,15,8,13,0,71,57,5,1,0,0,1,2,0,0,0,1,3,175,12,13,0,2,0,1,"5-10","R/R",597219,30097,8878780,"http://stats.ncaa.org/players/8878780?year_stat_category_id=15688"
2025,"Aurora","NACC",3,"13","Anthony Consiglio","Jr","P",7,0,4.19,19.1,24,10,9,4,14,0,85,79,2,1,0,1,1,2,0,1,1,0,0,148,17,22,1,1,1,3,"-","",597219,30097,8881911,"http://stats.ncaa.org/players/8881911?year_stat_category_id=15688"
2025,"Aurora","NACC",3,"23","Brandon Todd","So","P",7,1,4.5,24,20,17,12,12,16,0,105,90,7,1,0,2,1,3,0,0,0,0,0,206,30,24,1,2,0,2,"-","",597219,30097,8893700,"http://stats.ncaa.org/players/8893700?year_stat_category_id=15688"
2025,"Aurora","NACC",3,"32","Conner Hogan","So","P",9,7,0.93,58,41,10,6,9,46,3,224,210,4,0,0,1,1,2,1,0,0,2,1,375,65,55,5,0,0,19,"-","",597219,30097,8901264,"http://stats.ncaa.org/players/8901264?year_stat_category_id=15688"
2025,"Austin","SCAC",3,"33","L. Hohman","N/A","p",2,0,0,1,1,2,0,3,1,0,7,3,0,0,0,0,0,0,0,0,0,0,1,15,1,1,0,0,0,1,"-","",597096,835,9305028,"http://stats.ncaa.org/players/9305028?year_stat_category_id=15688"
2025,"Austin","SCAC",3,"32","Gavin Brady","Jr","P",4,2,33.75,2.2,13,12,10,9,0,0,29,20,4,0,0,0,1,0,0,0,0,0,0,71,3,3,0,1,0,0,"-","",597096,835,8878631,"http://stats.ncaa.org/players/8878631?year_stat_category_id=15688"
2025,"Austin","SCAC",3,"3","Tyler Ramage","Sr","P",11,2,10.41,27.2,51,39,32,5,17,0,143,126,8,2,0,1,1,3,0,0,0,7,2,346,35,27,0,2,0,7,"-","",597096,835,8877615,"http://stats.ncaa.org/players/8877615?year_stat_category_id=15688"
2025,"Austin","SCAC",3,"27","Jonas Ceballos","Jr","P",13,4,6.53,30.1,41,36,22,14,23,0,154,129,9,1,1,4,3,4,1,3,1,3,4,283,30,35,1,4,1,5,"-","",597096,835,8878127,"http://stats.ncaa.org/players/8878127?year_stat_category_id=15688"
2025,"Austin","SCAC",3,"35","Brant Stuber","Sr","INF",8,0,11.68,12.1,15,19,16,5,11,0,66,50,4,0,0,1,4,8,1,1,1,1,2,136,10,14,0,2,1,2,"-","",597096,835,8874439,"http://stats.ncaa.org/players/8874439?year_stat_category_id=15688"
2025,"Austin","SCAC",3,"34","Joe Potter","Jr","P",3,0,67.5,1.1,6,10,10,3,0,0,15,10,1,0,0,0,0,2,0,0,0,0,0,42,2,2,0,0,0,0,"-","",597096,835,8880485,"http://stats.ncaa.org/players/8880485?year_stat_category_id=15688"
2025,"Austin","SCAC",3,"2","Mason Woodhouse","Sr","INF",1,0,0,0.1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-","",597096,835,8875377,"http://stats.ncaa.org/players/8875377?year_stat_category_id=15688"
2025,"Austin","SCAC",3,"47","Colten Millsap","So","P",6,0,25.31,5.1,17,17,15,2,3,0,39,34,3,1,0,2,0,3,0,0,0,0,0,85,9,3,0,0,0,1,"-","",597096,835,8886659,"http://stats.ncaa.org/players/8886659?year_stat_category_id=15688"
2025,"Austin","SCAC",3,"28","Cager Van Stavern","So","P",2,0,13.5,1.1,0,2,2,4,1,0,11,4,0,0,0,0,0,3,0,0,0,0,0,44,1,2,0,0,0,0,"-","",597096,835,8892553,"http://stats.ncaa.org/players/8892553?year_stat_category_id=15688"
2025,"Austin","SCAC",3,"14","Asher Thompson","Sr","INF",8,5,4.5,40,38,24,20,6,24,0,172,156,12,0,0,4,1,4,0,0,0,4,2,530,43,49,3,1,0,7,"-","",597096,835,8893910,"http://stats.ncaa.org/players/8893910?year_stat_category_id=15688"
2025,"Austin","SCAC",3,"31","Corbin Dymek","So","P",8,0,4.91,7.1,4,4,4,4,8,0,33,26,0,1,0,0,2,1,0,0,0,0,2,137,3,10,0,0,0,3,"-","",597096,835,8890900,"http://stats.ncaa.org/players/8890900?year_stat_category_id=15688"
2025,"Austin","SCAC",3,"13","Blake Skipworth","Jr","P",8,0,0.9,10,4,1,1,6,6,0,41,34,1,0,1,0,2,0,0,0,0,0,1,146,10,13,1,0,1,1,"-","",597096,835,8892015,"http://stats.ncaa.org/players/8892015?year_stat_category_id=15688"
2025,"Austin","SCAC",3,"21","Ethan Lowery","Jr","P",4,0,14.4,5,10,12,8,5,2,0,32,22,0,0,0,1,1,4,0,2,2,1,0,75,7,2,0,0,0,1,"-","",597096,835,8901528,"http://stats.ncaa.org/players/8901528?year_stat_category_id=15688"
2025,"Austin","SCAC",3,"57","Barrett Calhoun","So","P",1,0,0,0.1,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,0,"-","",597096,835,8899296,"http://stats.ncaa.org/players/8899296?year_stat_category_id=15688"
2025,"Austin","SCAC",3,"6","Trystan Mallory","Sr","P",10,10,5.65,51,50,35,32,15,40,0,222,194,11,1,1,7,1,6,0,0,0,3,4,639,51,55,1,6,0,10,"-","",597096,835,8902071,"http://stats.ncaa.org/players/8902071?year_stat_category_id=15688"
2025,"Austin","SCAC",3,"24","Jack Wilhelm","N/A","INF",5,0,0.9,10,9,1,1,0,5,0,41,38,2,0,1,0,0,2,0,0,0,1,0,133,13,11,2,0,0,1,"-","",597096,835,9219788,"http://stats.ncaa.org/players/9219788?year_stat_category_id=15688"
2025,"Austin","SCAC",3,"12","Jayden Ayala-Hinojosa","N/A","1B",1,0,0,0,4,4,4,2,0,0,6,4,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,"-","",597096,835,9219784,"http://stats.ncaa.org/players/9219784?year_stat_category_id=15688"
2025,"Austin","SCAC",3,"36","N. Paul","Fr","p",3,0,9,2,4,5,2,3,1,0,13,9,0,0,0,1,2,0,0,0,0,1,0,51,4,0,0,0,0,0,"-","",597096,835,9219795,"http://stats.ncaa.org/players/9219795?year_stat_category_id=15688"
2025,"Austin","SCAC",3,"5","Desmond Squalls","N/A","OF",2,0,0,3,3,0,0,2,2,0,13,10,0,0,0,0,1,0,0,0,0,0,1,44,1,5,1,0,0,0,"-","",597096,835,9219786,"http://stats.ncaa.org/players/9219786?year_stat_category_id=15688"
2025,"Austin","SCAC",3,"20","Tyler Bane","Jr","P",12,0,11.2,13.2,19,19,17,13,16,0,76,58,5,1,0,0,3,4,0,0,0,0,1,244,4,19,0,1,1,3,"-","",597096,835,9219792,"http://stats.ncaa.org/players/9219792?year_stat_category_id=15688"
2025,"Austin","SCAC",3,"52","C. Rabal","N/A","p",3,0,14.54,4.1,13,7,7,1,3,0,28,25,3,1,0,1,1,1,0,0,0,0,1,21,1,9,0,0,0,0,"-","",597096,835,9219797,"http://stats.ncaa.org/players/9219797?year_stat_category_id=15688"
2025,"Austin","SCAC",3,"27","N. Trujillo","N/A","p",5,0,18.9,3.1,8,12,7,5,3,0,24,19,4,0,0,1,2,0,0,0,0,0,0,71,2,5,0,0,0,0,"-","",597096,835,9219790,"http://stats.ncaa.org/players/9219790?year_stat_category_id=15688"
2025,"Austin","SCAC",3,"55","Zach Andrews","N/A","P",10,3,12.6,15,24,26,21,16,18,0,85,66,4,0,2,4,0,1,0,0,0,1,1,323,13,11,1,3,0,7,"-","",597096,835,9219783,"http://stats.ncaa.org/players/9219783?year_stat_category_id=15688"
2025,"Austin","SCAC",3,"10","Blake Goodridge","Fr","P",10,10,10.26,33.1,50,46,38,16,27,0,172,152,8,2,1,5,3,1,0,0,0,1,2,537,20,52,3,3,0,11,"-","-/R",597096,835,9219789,"http://stats.ncaa.org/players/9219789?year_stat_category_id=15688"
2025,"Austin","SCAC",3,"0","Davin Vialpando","Sr","P",2,0,20.25,2.2,7,8,6,4,2,0,19,15,2,0,0,2,0,0,0,0,0,0,0,78,5,1,0,0,0,0,"-","",597096,835,9219791,"http://stats.ncaa.org/players/9219791?year_stat_category_id=15688"
2025,"Averett","ODAC",3,"36","Preston Corbitt","Fr","P",1,0,18,1,2,2,2,2,0,0,7,3,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,"5-9","L/L",597220,903,9171510,"http://stats.ncaa.org/players/9171510?year_stat_category_id=15688"
2025,"Averett","ODAC",3,"46","Adan True","Fr","P",1,1,6,3,4,2,2,2,1,0,15,11,1,0,0,0,0,1,0,0,0,0,1,0,2,5,1,0,0,0,"5-10","L/L",597220,903,9171515,"http://stats.ncaa.org/players/9171515?year_stat_category_id=15688"
2025,"Averett","ODAC",3,"16","Corbin Mickle","Fr","P",13,4,6.75,34.2,54,34,26,10,18,0,169,152,8,2,0,5,4,3,0,1,0,2,2,190,40,39,1,1,1,6,"6-5","R/R",597220,903,9171479,"http://stats.ncaa.org/players/9171479?year_stat_category_id=15688"
2025,"Averett","ODAC",3,"13","Zach Proctor","Sr","C",3,0,4.5,2,1,1,1,1,0,0,9,6,0,0,0,0,0,2,0,1,0,0,0,13,3,2,0,0,0,0,"6-2","R/R",597220,903,8876838,"http://stats.ncaa.org/players/8876838?year_stat_category_id=15688"
2025,"Averett","ODAC",3,"23","Jake Braun","Sr","P",10,0,5.4,15,15,10,9,9,17,0,72,58,3,0,1,0,2,3,1,3,2,1,1,134,8,18,2,2,2,5,"6-3","R/R",597220,903,8875111,"http://stats.ncaa.org/players/8875111?year_stat_category_id=15688"
2025,"Averett","ODAC",3,"32","Tim Schware","Jr","P",7,0,7,9,8,9,7,6,4,0,43,34,1,0,0,2,0,2,0,0,0,0,1,30,4,18,0,0,0,2,"6-4","R/R",597220,903,8874244,"http://stats.ncaa.org/players/8874244?year_stat_category_id=15688"
2025,"Averett","ODAC",3,"29","Will Green II","So","INF",12,1,9.28,10.2,12,11,11,6,5,0,51,40,0,0,0,1,1,2,0,10,3,1,2,61,7,19,1,0,0,3,"6-3","R/R",597220,903,8875259,"http://stats.ncaa.org/players/8875259?year_stat_category_id=15688"
2025,"Averett","ODAC",3,"4","Cole McLain","Sr","INF",11,9,7.75,40.2,56,40,35,27,32,0,212,176,12,2,0,3,8,3,0,0,0,2,4,308,38,49,4,3,0,8,"6-0","R/R",597220,903,8895479,"http://stats.ncaa.org/players/8895479?year_stat_category_id=15688"
2025,"Averett","ODAC",3,"14","Jack Turner","So","OF",9,2,12.91,7.2,18,12,11,6,6,0,45,37,2,0,0,0,0,0,0,2,0,1,1,47,8,6,2,1,0,2,"6-6","R/R",597220,903,8894772,"http://stats.ncaa.org/players/8894772?year_stat_category_id=15688"
2025,"Averett","ODAC",3,"44","Kendrick Sheffield","So","P",6,0,4.15,4.1,7,3,2,3,2,0,23,18,1,0,0,0,0,1,0,6,4,0,1,12,2,8,0,0,1,0,"6-2","R/R",597220,903,8891126,"http://stats.ncaa.org/players/8891126?year_stat_category_id=15688"
2025,"Averett","ODAC",3,"28","Luke Harris","Sr","OF",1,0,9,1,2,1,1,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,"6-3","R/R",597220,903,8902701,"http://stats.ncaa.org/players/8902701?year_stat_category_id=15688"
2025,"Averett","ODAC",3,"22","Nathan Comer","Sr","P",4,0,4.91,3.2,4,2,2,1,1,0,17,16,0,0,0,1,0,0,0,0,0,0,0,11,1,8,0,0,0,0,"6-2","R/R",597220,903,8899150,"http://stats.ncaa.org/players/8899150?year_stat_category_id=15688"
2025,"Averett","ODAC",3,"33","Garrett Arner","So","P",7,1,8.49,11.2,15,12,11,2,6,0,53,49,0,0,0,2,0,1,0,10,5,0,1,19,5,23,1,0,0,2,"5-11","R/R",597220,903,8900103,"http://stats.ncaa.org/players/8900103?year_stat_category_id=15688"
2025,"Averett","ODAC",3,"38","Michael Pellegrino","Jr","P",6,0,11.12,5.2,8,8,7,4,2,0,33,25,1,0,0,0,1,2,0,3,2,0,2,42,7,7,0,0,0,0,"6-0","R/R",597220,903,8902668,"http://stats.ncaa.org/players/8902668?year_stat_category_id=15688"
2025,"Averett","ODAC",3,"21","Shane Michel","Sr","P",9,1,5.4,16.2,16,11,10,6,11,0,78,65,2,0,0,1,1,6,0,5,5,1,0,90,16,22,0,0,0,5,"5-10","R/R",597220,903,9108610,"http://stats.ncaa.org/players/9108610?year_stat_category_id=15688"
2025,"Averett","ODAC",3,"8","Cade Sabin","Fr","P",11,0,8.04,15.2,20,17,14,4,12,0,74,60,3,0,2,2,0,5,0,0,0,2,3,74,13,18,2,2,2,7,"6-2","L/R",597220,903,9171475,"http://stats.ncaa.org/players/9171475?year_stat_category_id=15688"
2025,"Averett","ODAC",3,"18","Ean Amerson","Fr","P",10,9,3.12,40.1,53,27,14,20,35,0,193,172,9,1,1,2,2,0,0,0,0,1,0,222,27,52,3,2,0,12,"5-9","R/L",597220,903,9171484,"http://stats.ncaa.org/players/9171484?year_stat_category_id=15688"
2025,"Averett","ODAC",3,"31","Maddox Warren","Fr","UT",11,0,4.73,13.1,12,7,7,6,7,0,60,50,4,0,0,0,0,4,0,10,1,0,0,73,6,25,0,0,0,1,"6-3","L/L",597220,903,9171490,"http://stats.ncaa.org/players/9171490?year_stat_category_id=15688"
2025,"Babson","NEWMAC",3,"35","Bobby Burk","Fr","P",3,1,4.76,5.2,4,4,3,3,5,0,24,19,0,0,0,0,0,1,0,0,0,1,0,91,4,6,0,0,0,1,"-","",597221,890,9303693,"http://stats.ncaa.org/players/9303693?year_stat_category_id=15688"
2025,"Babson","NEWMAC",3,"36","Trafton O'Brien","Fr","P",1,0,6.75,1.1,1,1,1,0,1,0,5,5,0,0,0,1,0,0,0,0,0,0,0,16,1,2,0,0,0,0,"-","",597221,890,9303694,"http://stats.ncaa.org/players/9303694?year_stat_category_id=15688"
2025,"Babson","NEWMAC",3,"31","Kyle Wolff","Sr","P",4,0,16.88,2.2,6,6,5,3,2,0,20,15,0,0,0,0,1,2,0,0,0,0,0,68,3,3,0,0,0,0,"-","",597221,890,9303661,"http://stats.ncaa.org/players/9303661?year_stat_category_id=15688"
2025,"Babson","NEWMAC",3,"18","Tristen Spalter","Sr","P",6,6,5.74,31.1,39,23,20,8,22,0,143,128,6,1,0,6,1,4,0,0,0,2,1,422,26,40,2,3,0,5,"-","",597221,890,9303660,"http://stats.ncaa.org/players/9303660?year_stat_category_id=15688"
2025,"Babson","NEWMAC",3,"32","Elias Raptis","Fr","P",2,0,0,1,1,0,0,0,0,0,5,3,0,0,0,0,1,1,0,0,0,0,1,11,1,2,1,0,0,0,"-","",597221,890,9303690,"http://stats.ncaa.org/players/9303690?year_stat_category_id=15688"
2025,"Babson","NEWMAC",3,"28","Ben Valente","Fr","P",4,0,18,2,2,4,4,3,0,0,11,6,0,0,0,1,0,1,0,0,0,1,0,47,4,1,0,0,0,0,"-","",597221,890,9303688,"http://stats.ncaa.org/players/9303688?year_stat_category_id=15688"
2025,"Babson","NEWMAC",3,"30","Chase Burrows","Fr","P",8,3,3.48,33.2,28,15,13,1,12,0,127,123,7,0,1,0,0,1,0,0,0,1,1,320,41,42,4,0,0,5,"-","",597221,890,9303689,"http://stats.ncaa.org/players/9303689?year_stat_category_id=15688"
2025,"Babson","NEWMAC",3,"37","Dillon James","Fr","P",8,2,6.6,15,20,15,11,9,13,0,77,64,4,0,0,3,1,2,0,0,0,1,1,198,20,8,0,0,0,3,"-","",597221,890,9303697,"http://stats.ncaa.org/players/9303697?year_stat_category_id=15688"
2025,"Babson","NEWMAC",3,"39","Vinnie Purpura","Jr","P",4,2,4.82,9.1,11,9,5,12,7,0,55,39,1,0,0,0,2,2,0,0,0,2,0,165,11,10,2,2,0,2,"6-7","R/L",597221,890,9218509,"http://stats.ncaa.org/players/9218509?year_stat_category_id=15688"
2025,"Babson","NEWMAC",3,"38","Tristan Pearl","So","P",1,0,3,3,1,1,1,1,2,0,11,10,1,0,1,0,0,0,0,0,0,0,0,45,3,4,1,0,0,0,"-","",597221,890,8888677,"http://stats.ncaa.org/players/8888677?year_stat_category_id=15688"
2025,"Babson","NEWMAC",3,"14","Connor Doan","Jr","P",6,0,0,11,6,3,0,6,6,0,49,41,1,0,0,0,0,2,0,0,0,0,0,113,12,13,2,0,0,1,"-","",597221,890,8885760,"http://stats.ncaa.org/players/8885760?year_stat_category_id=15688"
2025,"Babson","NEWMAC",3,"17","Matt Milone","Sr","P",8,0,5.63,8,10,9,5,2,6,0,40,35,2,0,0,0,1,2,0,0,0,1,0,99,10,6,0,1,0,2,"-","",597221,890,8890522,"http://stats.ncaa.org/players/8890522?year_stat_category_id=15688"
2025,"Babson","NEWMAC",3,"40","Jason Finkelstein","So","OF",6,5,3.77,28.2,24,13,12,12,20,0,120,102,3,0,1,1,3,5,0,0,0,0,1,327,26,32,2,0,0,5,"-","",597221,890,8893958,"http://stats.ncaa.org/players/8893958?year_stat_category_id=15688"
2025,"Babson","NEWMAC",3,"9","James Clark","Jr","P",8,6,4.5,30,23,16,15,19,26,1,129,104,2,2,0,2,1,2,0,0,0,1,3,439,31,27,1,2,0,11,"-","",597221,890,8891528,"http://stats.ncaa.org/players/8891528?year_stat_category_id=15688"
