year,team_name,conference,division,Jersey,player_name,Yr,Pos,App,GS,ERA,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,KL,Ht,B/T,team_id,conference_id,player_id,player_url
2024,LeTourneau,ASC,3,50,Camden Miller,Fr,P,13,0,8.49,23.1,35,25,22,13,20,0,124,98,5,1,0,3,3,8,1,11,5,4,1,434,19,29,1,0,0,7,6-1,L/R,574660,14825,8452307,http://stats.ncaa.org/players/8452307?year_stat_category_id=15081
2024,LeTourneau,ASC,3,18,Cade Hathorn,Fr,P,3,0,9,4,6,5,4,3,2,0,23,17,1,0,0,1,1,1,0,0,0,1,1,70,3,7,0,0,0,2,5-11,L/L,574660,14825,8421502,http://stats.ncaa.org/players/8421502?year_stat_category_id=15081
2024,LeTourneau,ASC,3,30,Lane Holman,Sr,P,6,1,3.38,10.2,9,4,4,6,13,0,49,38,1,0,0,0,3,5,0,2,1,0,0,169,8,8,0,0,0,6,6-3,R/R,574660,14825,8421672,http://stats.ncaa.org/players/8421672?year_stat_category_id=15081
2024,LeTourneau,ASC,3,34,Jonathan Burton,Sr,P,3,0,0,2.1,1,0,0,1,2,0,10,7,1,0,1,0,1,2,0,0,0,0,0,40,1,3,0,0,0,0,6-5,R/R,574660,14825,8421692,http://stats.ncaa.org/players/8421692?year_stat_category_id=15081
2024,LeTourneau,ASC,3,11,TJ Spitdowski,Sr,P,18,0,5.28,29,35,19,17,4,22,0,127,115,8,1,0,1,2,4,0,11,3,1,3,444,26,33,2,1,3,7,6-1,R/R,574660,14825,8421471,http://stats.ncaa.org/players/8421471?year_stat_category_id=15081
2024,Lebanon Valley,MAC Freedom,3,40,Shane Stossel,Sr,UT,4,4,9.35,8.2,11,9,9,4,6,0,43,38,2,0,0,1,1,1,0,0,0,0,0,172,9,7,1,2,1,1,6-4,R/R,574831,28745,8260827,http://stats.ncaa.org/players/8260827?year_stat_category_id=15081
2024,Lebanon Valley,MAC Freedom,3,29,Jacob Horton,Jr,P,8,7,8.75,23.2,33,29,23,12,18,0,117,100,2,0,0,1,3,2,0,0,0,2,1,459,24,24,2,4,0,8,5-11,R/R,574831,28745,8272558,http://stats.ncaa.org/players/8272558?year_stat_category_id=15081
2024,Lebanon Valley,MAC Freedom,3,11,Duncan Weir,Jr,OF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,5-10,L/R,574831,28745,8272665,http://stats.ncaa.org/players/8272665?year_stat_category_id=15081
2024,Lebanon Valley,MAC Freedom,3,39,Jeremy Tuz,Jr,P,1,0,40.5,0.2,3,4,3,2,1,0,9,6,0,0,0,1,0,1,0,0,0,0,0,29,1,0,0,0,0,0,5-9,R/R,574831,28745,8262264,http://stats.ncaa.org/players/8262264?year_stat_category_id=15081
2024,Lebanon Valley,MAC Freedom,3,25,Michael Williams,Sr,P,4,0,12.6,5,6,7,7,7,2,0,30,20,1,0,0,0,3,1,0,2,2,1,1,71,3,10,0,0,0,1,6-1,R/R,574831,28745,8276471,http://stats.ncaa.org/players/8276471?year_stat_category_id=15081
2024,Lebanon Valley,MAC Freedom,3,32,Logan Brewer,Jr,1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,6-2,L/R,574831,28745,8276898,http://stats.ncaa.org/players/8276898?year_stat_category_id=15081
2024,Lebanon Valley,MAC Freedom,3,12,Logan Fuga,So,OF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,5-9,R/R,574831,28745,8261267,http://stats.ncaa.org/players/8261267?year_stat_category_id=15081
2024,Lebanon Valley,MAC Freedom,3,44,Malachi Duka,Jr,P,13,0,5.27,13.2,13,9,8,14,20,0,70,53,3,0,0,1,8,3,0,6,3,0,0,302,8,11,3,0,0,4,6-0,R/R,574831,28745,8271808,http://stats.ncaa.org/players/8271808?year_stat_category_id=15081
2024,Lebanon Valley,MAC Freedom,3,24,Justin Ranker,Jr,INF,1,0,54,0.1,1,2,2,1,0,0,4,2,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,5-11,R/R,574831,28745,8263954,http://stats.ncaa.org/players/8263954?year_stat_category_id=15081
2024,Lebanon Valley,MAC Freedom,3,13,Owen Berry,So,INF,7,1,7.59,10.2,16,11,9,4,12,0,51,44,2,0,0,3,3,3,1,1,0,1,0,140,9,6,1,3,2,5,6-2,R/R,574831,28745,8277243,http://stats.ncaa.org/players/8277243?year_stat_category_id=15081
2024,Lebanon Valley,MAC Freedom,3,45,Blair Shaffer,Sr,P,8,4,8.1,23.1,37,26,21,8,24,0,116,103,3,1,0,1,1,3,0,0,0,1,1,420,25,14,3,1,0,9,6-3,L/L,574831,28745,8271050,http://stats.ncaa.org/players/8271050?year_stat_category_id=15081
2024,Lebanon Valley,MAC Freedom,3,17,Pete Botbyl,Jr,OF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,5-10,L/L,574831,28745,8273643,http://stats.ncaa.org/players/8273643?year_stat_category_id=15081
2024,Lebanon Valley,MAC Freedom,3,14,Kyle McCracken,So,P,12,5,4.08,28.2,31,17,13,25,20,0,142,109,6,1,0,0,2,5,0,1,1,2,1,527,21,38,2,1,0,10,6-2,R/R,574831,28745,8274758,http://stats.ncaa.org/players/8274758?year_stat_category_id=15081
2024,Lebanon Valley,MAC Freedom,3,18,Chris Langsdorf,So,P,11,0,11.15,15.1,23,21,19,13,8,0,86,64,6,1,0,1,0,6,0,0,0,1,2,159,18,15,0,1,0,7,5-11,R/R,574831,28745,8281520,http://stats.ncaa.org/players/8281520?year_stat_category_id=15081
2024,Lebanon Valley,MAC Freedom,3,35,Brady Frankland,Jr,P,1,0,27,0.2,0,2,2,4,2,0,7,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6-1,R/R,574831,28745,8283147,http://stats.ncaa.org/players/8283147?year_stat_category_id=15081
2024,Lebanon Valley,MAC Freedom,3,22,Andrew Spaan,Jr,P,8,8,6.59,42.1,57,39,31,20,34,0,207,175,5,3,0,3,8,4,0,0,0,7,1,369,49,35,2,4,0,9,6-1,R/R,574831,28745,8285805,http://stats.ncaa.org/players/8285805?year_stat_category_id=15081
2024,Lebanon Valley,MAC Freedom,3,36,Jacob Detwiler,So,P,11,0,15.3,10,14,19,17,10,8,0,57,44,3,0,1,0,4,2,1,3,2,0,1,184,13,9,0,1,1,1,6-0,R/R,574831,28745,8280983,http://stats.ncaa.org/players/8280983?year_stat_category_id=15081
2024,Lebanon Valley,MAC Freedom,3,3,Ryan Murphy,Sr,OF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,5-10,R/R,574831,28745,8279741,http://stats.ncaa.org/players/8279741?year_stat_category_id=15081
2024,Lebanon Valley,MAC Freedom,3,6,Ethan O'Loughlin,Sr,INF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,5-9,R/R,574831,28745,8282299,http://stats.ncaa.org/players/8282299?year_stat_category_id=15081
2024,Lebanon Valley,MAC Freedom,3,26,Ryan Pickle,Sr,P,15,0,7.71,16.1,26,17,14,10,16,0,90,77,4,0,1,2,1,3,0,4,4,0,0,251,11,19,0,0,0,1,5-9,L/L,574831,28745,8281241,http://stats.ncaa.org/players/8281241?year_stat_category_id=15081
2024,Lebanon Valley,MAC Freedom,3,31,Hayden Fravel,So,P,6,1,14.9,9.2,18,22,16,16,9,0,67,49,3,0,2,1,2,2,0,0,0,0,0,164,9,10,0,1,0,6,6-0,L/L,574831,28745,8282550,http://stats.ncaa.org/players/8282550?year_stat_category_id=15081
2024,Lebanon Valley,MAC Freedom,3,20,Jace Fetterman,Jr,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,6-1,L/R,574831,28745,8283807,http://stats.ncaa.org/players/8283807?year_stat_category_id=15081
2024,Lebanon Valley,MAC Freedom,3,30,Ryan Petrucci,Sr,OF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,5-11,L/R,574831,28745,8282628,http://stats.ncaa.org/players/8282628?year_stat_category_id=15081
2024,Lebanon Valley,MAC Freedom,3,5,Kenny Palmieri,So,INF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,5-7,R/R,574831,28745,8281420,http://stats.ncaa.org/players/8281420?year_stat_category_id=15081
2024,Lebanon Valley,MAC Freedom,3,9,Tony Bennage,Sr,P,15,1,8.86,21.1,25,22,21,12,21,0,108,87,8,3,0,1,3,7,0,2,2,1,1,425,21,20,2,2,1,7,5-9,R/R,574831,28745,8593617,http://stats.ncaa.org/players/8593617?year_stat_category_id=15081
2024,Lebanon Valley,MAC Freedom,3,15,Nathan Clarke,Fr,P,8,4,7.36,22,29,20,18,13,21,0,109,89,5,1,0,1,3,6,0,0,0,0,1,328,27,12,1,1,0,4,5-10,R/R,574831,28745,8593620,http://stats.ncaa.org/players/8593620?year_stat_category_id=15081
2024,Lebanon Valley,MAC Freedom,3,47,Dallas Alexander,Fr,P,2,0,0,2,1,0,0,2,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,5-9,L/L,574831,28745,8593629,http://stats.ncaa.org/players/8593629?year_stat_category_id=15081
2024,Lebanon Valley,MAC Freedom,3,2,Nico Santoro,Sr,SS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,6-0,R/R,574831,28745,8593609,http://stats.ncaa.org/players/8593609?year_stat_category_id=15081
2024,Lebanon Valley,MAC Freedom,3,43,Parker Raham,Fr,P,2,0,32.4,1.2,3,9,6,6,1,0,17,9,1,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,5-10,R/R,574831,28745,8593627,http://stats.ncaa.org/players/8593627?year_stat_category_id=15081
2024,Lebanon Valley,MAC Freedom,3,16,Hunter Williams,Fr,P,15,1,10.27,23.2,30,27,27,12,25,0,128,96,5,3,2,2,5,16,0,2,1,1,3,280,31,13,1,1,1,10,6-1,R/R,574831,28745,8593621,http://stats.ncaa.org/players/8593621?year_stat_category_id=15081
2024,Lebanon Valley,MAC Freedom,3,33,Trey Dianna,Fr,P,10,1,7.06,21.2,24,18,17,11,20,0,102,85,6,1,0,1,5,3,0,2,2,0,3,293,24,18,2,0,0,8,5-11,R/R,574831,28745,8593693,http://stats.ncaa.org/players/8593693?year_stat_category_id=15081
2024,Lebanon Valley,MAC Freedom,3,7,Lincoln Hower,Fr,OF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,6-0,B/R,574831,28745,8593613,http://stats.ncaa.org/players/8593613?year_stat_category_id=15081
2024,Lebanon Valley,MAC Freedom,3,28,Patrick McNeill,Fr,C,1,0,0,1,0,0,0,2,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,23,0,3,0,0,0,0,6-0,R/R,574831,28745,8593622,http://stats.ncaa.org/players/8593622?year_stat_category_id=15081
2024,Lebanon Valley,MAC Freedom,3,34,Devin Kreger,Fr,1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,5-9,R/R,574831,28745,8593624,http://stats.ncaa.org/players/8593624?year_stat_category_id=15081
2024,Lehman,CUNYAC,3,7,Frederick de la Rosa,So,2B,1,0,36,1,2,5,4,5,2,0,11,6,0,0,0,0,1,0,0,3,3,0,0,0,0,1,0,0,0,1,5-9,R/R,574810,834,8271309,http://stats.ncaa.org/players/8271309?year_stat_category_id=15081
2024,Lehman,CUNYAC,3,16,Kevin Arias,Sr,OF,1,0,27,0.2,1,2,2,4,1,0,7,3,0,0,0,0,0,0,0,2,2,0,0,21,0,1,0,0,0,0,6-1,R/R,574810,834,8261025,http://stats.ncaa.org/players/8261025?year_stat_category_id=15081
2024,Lehman,CUNYAC,3,29,Todd LeMire Jr,Jr,P,9,1,24.39,10.1,35,38,28,12,4,0,90,68,7,1,0,2,7,8,0,7,4,0,2,65,9,17,0,1,0,2,5-10,R/R,574810,834,8261446,http://stats.ncaa.org/players/8261446?year_stat_category_id=15081
2024,Lehman,CUNYAC,3,1,Richard Illa Acosta,Jr,P,11,6,15.63,38,87,80,66,24,21,0,239,195,31,2,1,8,11,10,1,2,2,1,9,260,26,65,0,6,0,6,6-3,R/R,574810,834,8275771,http://stats.ncaa.org/players/8275771?year_stat_category_id=15081
2024,Lehman,CUNYAC,3,9,Elias Fermin,Jr,OF,1,0,0,0,3,5,5,2,0,0,5,3,1,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,6-2,R/R,574810,834,8285383,http://stats.ncaa.org/players/8285383?year_stat_category_id=15081
2024,Lehman,CUNYAC,3,18,Ryan Rosa,So,SS,1,0,47.25,1.1,3,7,7,4,1,0,11,6,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,5-10,R/R,574810,834,8285906,http://stats.ncaa.org/players/8285906?year_stat_category_id=15081
2024,Lehman,CUNYAC,3,22,M Corniel,Fr,dh/p,6,0,18.9,10,23,27,21,5,10,0,62,50,3,1,0,4,4,5,0,1,1,0,2,0,7,12,0,1,0,8,-,,574810,834,8685007,http://stats.ncaa.org/players/8685007?year_stat_category_id=15081
2024,Lehman,CUNYAC,3,12,Cristopher Cruz,Fr,UT,2,0,14.54,4.1,7,8,7,5,4,0,28,21,3,1,0,0,2,2,0,3,3,0,0,0,4,5,0,0,0,1,5-8,R/R,574810,834,8682202,http://stats.ncaa.org/players/8682202?year_stat_category_id=15081
2024,Lehman,CUNYAC,3,20,Rich Frommelt,Sr,P,13,5,14.76,28.2,57,59,47,23,20,0,181,148,13,2,0,4,6,8,2,0,0,0,2,235,29,33,0,5,0,6,6-1,R/R,574810,834,8678517,http://stats.ncaa.org/players/8678517?year_stat_category_id=15081
2024,Lehman,CUNYAC,3,32,Tran Hennessy,Sr,UT,5,1,28.08,8.1,25,30,26,4,10,0,65,54,12,0,1,1,1,5,0,3,3,0,2,27,5,10,0,1,0,0,5-8,R/R,574810,834,8678518,http://stats.ncaa.org/players/8678518?year_stat_category_id=15081
2024,Lehman,CUNYAC,3,24,Erik Then,Sr,UT,1,0,67.5,0.2,3,5,5,3,0,0,9,5,0,0,0,1,2,1,0,0,0,0,0,0,0,2,0,0,0,0,5-9,R/R,574810,834,8678519,http://stats.ncaa.org/players/8678519?year_stat_category_id=15081
2024,Lehman,CUNYAC,3,30,Randy Polanco,Sr,P,13,6,17.93,40.2,95,91,81,31,36,0,264,219,28,2,0,7,10,9,1,0,0,3,2,390,44,37,0,6,0,10,5-11,R/R,574810,834,8678520,http://stats.ncaa.org/players/8678520?year_stat_category_id=15081
2024,Lehman,CUNYAC,3,28,Justin Chamorro,So,P,13,8,11.72,35.1,69,64,46,24,31,0,205,169,17,5,0,4,10,8,0,5,0,4,0,268,40,27,0,7,0,15,5-9,R/R,574810,834,8678521,http://stats.ncaa.org/players/8678521?year_stat_category_id=15081
2024,Lehman,CUNYAC,3,11,L. Antigua,Fr,lf,1,0,27,1,2,3,3,2,0,0,7,5,1,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,-,,574810,834,8681675,http://stats.ncaa.org/players/8681675?year_stat_category_id=15081
2024,Lesley,North Atlantic,3,11,Jacob Nemergut,Jr,P,11,6,3.04,53.1,47,25,18,17,47,2,226,200,11,1,0,5,4,4,1,0,0,4,1,465,38,67,3,5,1,15,5-10,R/R,574687,30026,8263310,http://stats.ncaa.org/players/8263310?year_stat_category_id=15081
2024,Lesley,North Atlantic,3,31,Jaedon Harris,Sr,P,5,0,8.31,4.1,6,4,4,1,2,0,18,15,2,1,0,0,1,1,0,0,0,0,1,56,6,2,0,0,0,0,5-11,R/R,574687,30026,8271727,http://stats.ncaa.org/players/8271727?year_stat_category_id=15081
2024,Lesley,North Atlantic,3,40,Brian Jacobus,Sr,P,9,2,5.3,18.2,21,17,11,15,19,0,95,71,3,0,0,1,7,5,0,0,0,1,3,122,15,16,2,3,0,8,6-7,R/R,574687,30026,8266538,http://stats.ncaa.org/players/8266538?year_stat_category_id=15081
2024,Lesley,North Atlantic,3,20,Jesus Moscat,Sr,P,4,0,18,4,7,8,8,6,3,0,25,18,1,1,0,1,2,1,0,0,0,0,0,84,5,3,0,1,0,2,6-2,R/R,574687,30026,8275846,http://stats.ncaa.org/players/8275846?year_stat_category_id=15081
2024,Lesley,North Atlantic,3,41,Roy Lenhard,So,P,11,8,3.65,44.1,36,24,18,18,42,1,187,158,8,0,1,0,5,5,0,0,0,3,3,527,41,41,5,2,0,17,6-3,L/L,574687,30026,8259268,http://stats.ncaa.org/players/8259268?year_stat_category_id=15081
2024,Lesley,North Atlantic,3,3,Andrew Gryniewicz,Jr,INF,7,0,7.04,7.2,15,6,6,3,7,0,41,37,2,1,1,0,1,1,0,0,0,0,0,31,5,10,0,0,0,2,5-9,R/R,574687,30026,8280286,http://stats.ncaa.org/players/8280286?year_stat_category_id=15081
2024,Lesley,North Atlantic,3,45,Evan Swift,Sr,P,14,0,8.1,10,14,9,9,2,12,0,48,45,2,0,0,2,1,0,0,0,0,0,1,81,6,13,1,0,2,3,5-11,L/L,574687,30026,8285186,http://stats.ncaa.org/players/8285186?year_stat_category_id=15081
2024,Lesley,North Atlantic,3,24,Logan Watts,Sr,P,10,10,4.38,49.1,46,36,24,27,43,0,231,185,10,0,0,2,8,8,0,0,0,7,4,553,59,43,5,4,0,14,6-1,R/R,574687,30026,8286596,http://stats.ncaa.org/players/8286596?year_stat_category_id=15081
2024,Lesley,North Atlantic,3,18,Kolten Moyer,So,P,6,0,10.13,5.1,6,6,6,5,10,0,30,22,2,0,0,0,4,3,0,0,0,0,0,84,4,2,0,0,0,4,5-11,R/R,574687,30026,8283515,http://stats.ncaa.org/players/8283515?year_stat_category_id=15081
2024,Lesley,North Atlantic,3,17,Patrick Teasdale,Jr,P,12,0,1.69,16,1,3,3,10,22,0,63,47,0,0,0,0,6,5,0,0,0,1,0,180,14,10,1,0,1,5,5-10,R/R,574687,30026,8278719,http://stats.ncaa.org/players/8278719?year_stat_category_id=15081
2024,Lesley,North Atlantic,3,27,Noah Terzo,So,P,10,3,6.91,27.1,38,25,21,24,24,0,151,118,8,0,1,2,6,6,0,0,0,2,1,441,31,23,0,0,0,9,5-11,R/R,574687,30026,8449017,http://stats.ncaa.org/players/8449017?year_stat_category_id=15081
2024,Lesley,North Atlantic,3,33,Dylan Langston,Sr,P,11,10,2.63,65,62,25,19,20,55,1,281,249,10,2,0,1,4,3,1,0,0,6,3,592,62,76,6,1,1,18,6-4,R/R,574687,30026,8449023,http://stats.ncaa.org/players/8449023?year_stat_category_id=15081
2024,Lewis & Clark,NWC,3,24,Ryan Harvey,Jr,P,6,0,7.62,13,15,12,11,9,11,0,68,51,4,0,0,1,2,6,1,0,0,1,1,266,15,12,1,1,0,4,6-2,L/L,574680,25300,8259550,http://stats.ncaa.org/players/8259550?year_stat_category_id=15081
2024,Lewis & Clark,NWC,3,3,Tyler Shimabukuro,Sr,P,12,0,5.3,18.2,19,11,11,9,15,0,82,69,6,1,0,1,2,1,1,3,3,1,2,270,20,17,1,1,1,6,5-11,R/R,574680,25300,8277754,http://stats.ncaa.org/players/8277754?year_stat_category_id=15081
2024,Lewis & Clark,NWC,3,9,Tal Jones,Sr,P,6,0,22.85,4.1,4,11,11,11,2,0,29,16,0,0,0,0,4,2,0,0,0,0,0,122,8,2,0,0,0,2,6-3,L/L,574680,25300,8262454,http://stats.ncaa.org/players/8262454?year_stat_category_id=15081
2024,Lewis & Clark,NWC,3,22,Brett Pierson,Sr,P,14,14,5.81,66.2,76,53,43,31,56,0,309,264,13,3,1,7,5,7,0,0,0,1,6,954,76,60,4,5,0,12,6-1,R/R,574680,25300,8273198,http://stats.ncaa.org/players/8273198?year_stat_category_id=15081
2024,Lewis & Clark,NWC,3,21,Brennen Davis,Jr,OF,4,0,6.75,4,4,3,3,0,4,0,16,16,2,0,0,0,0,0,0,0,0,0,0,4,4,4,0,1,1,1,6-0,R/R,574680,25300,8260578,http://stats.ncaa.org/players/8260578?year_stat_category_id=15081
2024,Lewis & Clark,NWC,3,29,Nathan Kerr,So,P,13,2,6.27,37.1,38,28,26,15,29,0,165,142,11,0,2,4,2,6,0,1,0,2,0,495,39,34,3,2,0,15,5-11,R/R,574680,25300,8273564,http://stats.ncaa.org/players/8273564?year_stat_category_id=15081
2024,Lewis & Clark,NWC,3,38,Anthony Clerici,Sr,P,14,0,2.01,22.1,13,5,5,14,16,0,93,76,2,0,0,1,1,2,2,0,0,1,0,357,20,27,1,0,5,5,6-3,R/R,574680,25300,8278554,http://stats.ncaa.org/players/8278554?year_stat_category_id=15081
2024,Lewis & Clark,NWC,3,6,Luke Ritter,Jr,P,10,5,6.08,37,48,28,25,10,26,0,166,150,11,4,1,6,3,3,1,0,0,2,1,573,35,40,0,3,0,10,6-3,L/L,574680,25300,8279904,http://stats.ncaa.org/players/8279904?year_stat_category_id=15081
2024,Lewis & Clark,NWC,3,32,Kyle Wilsie,Jr,P,11,0,8.44,16,19,17,15,16,16,0,86,64,2,1,1,3,3,5,1,0,0,1,0,283,12,18,0,1,0,7,6-1,R/R,574680,25300,8282422,http://stats.ncaa.org/players/8282422?year_stat_category_id=15081
2024,Lewis & Clark,NWC,3,4,Connor Broschard,Fr,UT,3,0,7.71,2.1,4,3,2,4,1,0,16,11,0,0,0,0,0,0,0,0,0,0,1,69,2,3,0,1,0,0,5-10,R/R,574680,25300,8418690,http://stats.ncaa.org/players/8418690?year_stat_category_id=15081
2024,Lewis & Clark,NWC,3,14,Caden Hodina,Fr,UT,11,7,4.5,40,37,23,20,31,21,0,189,149,9,0,0,3,0,4,0,0,0,2,3,528,40,54,2,1,0,7,6-1,R/R,574680,25300,8418695,http://stats.ncaa.org/players/8418695?year_stat_category_id=15081
2024,Lewis & Clark,NWC,3,18,Shane Buchbinder,Fr,P,9,0,6.23,13,11,9,9,12,13,0,67,49,5,0,0,1,2,5,0,1,1,0,1,237,11,15,1,0,0,4,5-11,R/R,574680,25300,8418698,http://stats.ncaa.org/players/8418698?year_stat_category_id=15081
2024,Lewis & Clark,NWC,3,33,Felix Gibeault,Fr,P,6,0,11.12,5.2,10,8,7,5,7,0,33,27,2,0,2,3,4,1,0,0,0,0,0,129,5,4,0,0,0,4,6-0,R/R,574680,25300,8418723,http://stats.ncaa.org/players/8418723?year_stat_category_id=15081
2024,Lewis & Clark,NWC,3,17,Owen Eisen,Fr,P,12,12,5.48,69,74,49,42,24,47,0,312,274,15,1,0,10,5,9,1,0,0,2,3,0,81,72,4,6,0,18,6-6,R/R,574680,25300,8418696,http://stats.ncaa.org/players/8418696?year_stat_category_id=15081
2024,Lewis & Clark,NWC,3,23,Bret Potter,Fr,UT,4,0,10.38,4.1,3,5,5,5,5,0,21,16,0,1,2,0,1,0,0,0,0,0,0,75,4,4,0,0,0,3,6-2,R/R,574680,25300,8418707,http://stats.ncaa.org/players/8418707?year_stat_category_id=15081
2024,Linfield,NWC,3,0,Steve Kovac,So,P,11,0,8.44,10.2,11,12,10,7,12,0,55,41,1,0,0,1,0,6,0,1,0,1,0,170,10,8,1,0,0,6,6-0,R/R,574629,25300,8259470,http://stats.ncaa.org/players/8259470?year_stat_category_id=15081
2024,Linfield,NWC,3,18,John Over,Jr,P,9,0,7.3,12.1,22,11,10,5,11,0,62,52,4,0,3,1,2,2,0,6,4,0,3,142,10,11,0,0,0,4,6-2,L/L,574629,25300,8272780,http://stats.ncaa.org/players/8272780?year_stat_category_id=15081
2024,Linfield,NWC,3,30,Jarrett Allen,Sr,P,1,0,0,1,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,9,1,1,0,0,0,0,5-8,R/R,574629,25300,8273985,http://stats.ncaa.org/players/8273985?year_stat_category_id=15081
2024,Linfield,NWC,3,99,Charlie Gargus,Jr,P,3,0,9,2,2,4,2,5,2,0,15,9,1,0,0,0,2,1,0,0,0,0,0,50,2,2,0,1,0,0,6-7,R/R,574629,25300,8261116,http://stats.ncaa.org/players/8261116?year_stat_category_id=15081
2024,Linfield,NWC,3,54,Brian Mannion,So,P,18,0,5.4,25,17,15,15,16,30,0,107,86,5,0,1,2,5,1,0,16,1,2,2,197,22,21,3,2,3,14,6-3,R/R,574629,25300,8277982,http://stats.ncaa.org/players/8277982?year_stat_category_id=15081
2024,Linfield,NWC,3,38,Nick Alder,Jr,INF,3,0,6.35,5.2,8,4,4,1,6,0,26,23,2,0,0,0,1,1,0,0,0,1,0,0,7,3,1,0,0,0,5-9,R/R,574629,25300,8272849,http://stats.ncaa.org/players/8272849?year_stat_category_id=15081
2024,Linfield,NWC,3,15,Jackson Koons,Jr,P,10,0,4.85,13,12,8,7,6,8,0,58,49,3,0,0,0,1,1,0,5,3,2,0,67,23,6,0,0,0,5,5-11,L/L,574629,25300,8270825,http://stats.ncaa.org/players/8270825?year_stat_category_id=15081
2024,Linfield,NWC,3,36,Matthew Tacheny,Fr,INF,9,1,4.73,13.1,17,8,7,5,12,0,63,53,5,0,1,0,2,2,0,5,3,1,2,138,9,18,2,0,0,7,6-3,R/R,574629,25300,8590801,http://stats.ncaa.org/players/8590801?year_stat_category_id=15081
2024,Linfield,NWC,3,4,Marco Santulli,Fr,INF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5-9,R/R,574629,25300,8590768,http://stats.ncaa.org/players/8590768?year_stat_category_id=15081
2024,Linfield,NWC,3,37,Wyatt Hurley,So,INF,6,2,8.31,13,15,16,12,8,7,0,66,46,1,2,1,2,4,3,0,2,2,6,3,95,17,13,0,2,0,1,6-2,R/R,574629,25300,8285288,http://stats.ncaa.org/players/8285288?year_stat_category_id=15081
2024,Linfield,NWC,3,48,Casey Struckmeier,So,P,8,8,9.35,26,38,27,27,8,9,0,127,110,7,3,1,7,4,5,1,0,0,1,3,264,26,41,0,4,0,1,6-1,R/R,574629,25300,8279413,http://stats.ncaa.org/players/8279413?year_stat_category_id=15081
2024,Linfield,NWC,3,39,Grant Knox,Sr,P,2,1,5.79,4.2,4,4,3,2,3,0,20,18,1,0,0,0,0,0,0,0,0,0,0,73,3,8,0,0,0,0,6-0,R/R,574629,25300,8283193,http://stats.ncaa.org/players/8283193?year_stat_category_id=15081
2024,Linfield,NWC,3,40,Logan Travis,Sr,P,16,1,5.4,18.1,18,12,11,10,14,0,87,71,4,0,0,2,3,5,1,11,4,0,1,205,15,25,1,1,0,5,6-2,R/R,574629,25300,8285644,http://stats.ncaa.org/players/8285644?year_stat_category_id=15081
2024,Linfield,NWC,3,9,Gavin Ludlow,Sr,P,14,0,3.68,22,28,9,9,6,15,0,97,88,8,0,1,1,0,0,2,4,1,2,1,226,20,27,2,2,2,3,6-1,R/R,574629,25300,8284957,http://stats.ncaa.org/players/8284957?year_stat_category_id=15081
2024,Linfield,NWC,3,20,Casen Reed,So,P,7,1,6.75,13.1,16,10,10,10,11,0,64,52,2,0,0,4,3,0,0,1,1,1,1,58,10,14,0,1,0,3,6-0,L/L,574629,25300,8281445,http://stats.ncaa.org/players/8281445?year_stat_category_id=15081
